Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Christian Vázquez","MIN",93,294,315,65,48,10,0,7,29,27,11,0,65,1,4,5,11,3,1,0.221088435,"Christian Vazquez",9774,543877
"Oliver Dunn","MIL",41,95,104,21,16,2,2,1,11,7,6,0,40,2,0,1,1,3,0,0.221052631,"Oliver Dunn",26295,686554
"Nick Madrigal","CHC",51,86,94,19,16,3,0,0,5,10,4,0,10,3,0,1,2,1,0,0.220930232,"Nick Madrigal",20521,663611
"Brooks Lee","MIN",50,172,185,38,28,6,1,3,9,27,11,2,27,0,2,0,6,3,0,0.220930232,"Brooks Lee",31595,686797
"Gary Sánchez","MIL",89,245,280,54,35,7,1,11,30,37,27,0,76,5,3,0,9,0,0,0.220408163,"Gary Sanchez",11442,596142
"Mike Trout","LAA",29,109,126,24,11,1,2,10,17,14,16,1,27,1,0,0,0,6,1,0.220183486,"Mike Trout",10155,545361
"George Springer","TOR",145,545,614,120,79,19,3,19,74,56,60,0,115,6,2,0,16,16,1,0.220183486,"George Springer",12856,543807
"Jonah Heim","TEX",131,459,491,101,75,12,1,13,45,59,26,0,90,4,2,0,13,1,1,0.220043572,"Jonah Heim",16930,641680
"Cal Raleigh","SEA",153,546,628,120,70,16,0,34,73,100,70,4,176,6,6,0,7,6,1,0.219780219,"Cal Raleigh",21534,663728
"Max Schuemann","OAK",133,396,459,87,66,14,0,7,55,34,47,0,119,7,4,5,8,14,1,0.219696969,"Max Schuemann",24488,680474
"Kyle Higashioka","SDP",84,246,263,54,26,10,1,17,29,45,15,0,74,0,1,1,3,2,0,0.219512195,"Kyle Higashioka",5517,543309
"Shay Whitcomb","HOU",20,41,46,9,6,3,0,0,1,5,5,0,8,0,0,0,1,0,0,0.219512195,"Shay Whitcomb",27789,694376
"Mickey Moniak","LAA",124,392,418,86,53,17,2,14,48,49,21,0,114,4,1,0,3,8,4,0.219387755,"Mickey Moniak",19956,666160
"Kody Clemens","PHI",44,114,120,25,10,9,1,5,17,18,5,0,29,1,0,0,2,0,0,0.219298245,"Kody Clemens",20572,665019
"Spencer Torkelson","DET",92,342,381,75,43,21,1,10,45,37,33,0,105,4,1,0,6,0,0,0.219298245,"Spencer Torkelson",27465,679529
"José Azocar","SDP",61,73,79,16,14,2,0,0,13,2,5,0,19,0,0,1,1,5,1,0.219178082,"Jose Azocar",18821,640492
"Jake Meyers","HOU",148,461,513,101,65,20,3,13,51,61,35,0,117,10,4,3,17,11,3,0.219088937,"Jake Meyers",20308,676694
"Randy Arozarena","- - -",154,549,648,120,67,33,0,20,77,60,73,0,169,22,4,0,7,20,10,0.218579234,"Randy Arozarena",19290,668227
"Dylan Crews","WSN",31,119,132,26,17,5,1,3,12,8,11,0,26,1,1,0,4,12,3,0.218487394,"Dylan Crews",33541,686611
"Anthony Rendon","LAA",57,206,238,45,35,10,0,0,21,14,23,0,35,5,4,0,4,6,1,0.218446601,"Anthony Rendon",12861,543685
"J.D. Davis","- - -",46,142,157,31,22,5,0,4,13,6,12,0,39,3,0,0,5,0,0,0.218309859,"J.D. Davis",16219,605204
"Michael Stefanic","LAA",40,110,124,24,20,4,0,0,8,8,10,0,20,3,0,1,5,0,0,0.218181818,"Michael Stefanic",25353,683021
"Trey Sweeney","DET",36,110,119,24,15,5,0,4,11,17,7,0,32,1,1,0,3,2,0,0.218181818,"Trey Sweeney",29575,700242
"Kris Bryant","COL",37,133,155,29,22,5,0,2,9,15,13,0,48,8,1,0,6,0,0,0.218045112,"Kris Bryant",15429,592178
"Michael Toglia","COL",116,399,458,87,45,14,3,25,62,55,54,2,147,1,3,0,7,10,1,0.218045112,"Michael Toglia",25845,669911
"Jhonkensy Noel","CLE",67,179,198,39,18,7,1,13,25,28,13,0,63,5,1,0,1,0,0,0.217877094,"Jhonkensy Noel",24257,678877
"Orlando Arcia","ATL",157,551,602,120,79,24,0,17,50,46,41,1,128,2,7,1,16,2,0,0.217785843,"Orlando Arcia",13185,606115
"Daniel Schneemann","CLE",73,193,221,42,25,10,2,5,17,22,25,0,70,0,3,0,1,3,2,0.21761658,"Daniel Schneemann",25180,682177
"Tyler Wade","SDP",90,138,156,30,27,3,0,0,28,8,11,0,29,2,0,4,0,8,1,0.217391304,"Tyler Wade",15730,642180
"Thairo Estrada","SFG",96,364,381,79,53,15,2,9,43,47,10,0,76,5,2,0,8,2,2,0.217032967,"Thairo Estrada",16426,642731
"Jonny DeLuca","TBR",107,332,362,72,50,12,4,6,29,31,24,1,77,4,0,2,1,16,6,0.216867469,"Jonny DeLuca",26365,676356
"Jonathan Ornelas","TEX",18,37,40,8,6,2,0,0,1,3,2,0,13,0,0,1,0,0,0,0.216216216,"Jonathan Ornelas",24597,680716
"Nick Yorke","PIT",11,37,42,8,6,0,0,2,4,5,4,0,12,0,1,0,0,2,0,0.216216216,"Nick Yorke",27504,694377
"Jared Triolo","PIT",125,394,446,85,65,10,1,9,41,46,42,0,118,5,5,0,5,8,1,0.21573604,"Jared Triolo",25807,669707
"Zach McKinstry","DET",118,297,325,64,41,14,5,4,32,23,24,0,69,2,2,0,3,16,0,0.215488215,"Zach McKinstry",19392,656716
"Jose Trevino","NYY",74,209,234,45,32,5,0,8,26,28,20,0,41,2,2,1,12,1,0,0.215311004,"Jose Trevino",16725,624431
"Stuart Fairchild","CIN",94,209,233,45,29,8,0,8,33,30,17,0,60,4,1,2,1,13,1,0.215311004,"Stuart Fairchild",20321,656413
"Andrés Chaparro","WSN",33,121,132,26,10,12,0,4,12,15,7,0,24,4,0,0,3,1,1,0.214876033,"Andres Chaparro",21797,665953
"René Pinto","TBR",19,42,49,9,4,3,0,2,5,6,4,0,18,1,1,1,0,0,0,0.214285714,"Rene Pinto",19859,650907
"Ryan McKenna","- - -",13,14,15,3,1,0,0,2,4,2,1,0,5,0,0,0,0,1,1,0.214285714,"Ryan McKenna",19928,663630
"Austin Shenton","TBR",19,42,50,9,3,5,0,1,3,3,8,0,14,0,0,0,1,0,0,0.214285714,"Austin Shenton",25425,668853
"Joey Loperfido","- - -",81,243,262,52,31,13,4,4,24,25,13,0,95,4,1,1,3,4,2,0.213991769,"Joey Loperfido",29630,694388
"Kyle Farmer","MIN",107,215,242,46,27,13,1,5,26,25,19,1,49,6,2,0,6,3,5,0.213953488,"Kyle Farmer",14813,571657
"Enmanuel Valdez","BOS",76,201,223,43,25,12,0,6,23,28,17,0,53,0,4,1,4,1,1,0.213930348,"Enmanuel Valdez",21716,665839
"Corey Julks","CHW",66,173,189,37,27,7,0,3,17,14,15,0,50,0,1,0,6,5,2,0.213872832,"Corey Julks",20311,667452
"Rhys Hoskins","MIL",131,449,517,96,56,14,0,26,59,82,53,1,149,7,6,0,11,3,0,0.213808463,"Rhys Hoskins",16472,656555
"Tim Anderson","MIA",65,234,241,50,47,3,0,0,16,9,7,0,68,0,0,0,6,4,4,0.213675213,"Tim Anderson",15172,641313
"Daulton Varsho","TOR",136,459,513,98,52,21,7,18,73,58,48,1,137,4,1,1,2,10,2,0.213507625,"Daulton Varsho",19918,662139
"Jorge Polanco","SEA",118,417,469,89,62,11,0,16,43,45,46,3,137,4,2,0,16,4,2,0.213429256,"Jorge Polanco",13152,593871
"Luis Matos","SFG",45,150,156,32,22,5,0,5,14,25,5,1,24,0,1,0,5,0,0,0.213333333,"Luis Matos",26467,682641
"Nick Martini","CIN",52,146,163,31,20,4,2,5,23,24,9,0,38,4,3,0,1,1,3,0.212328767,"Nick Martini",12005,605361
"Robbie Grossman","- - -",87,208,245,44,33,8,0,3,21,16,34,0,58,1,2,0,8,3,0,0.211538461,"Robbie Grossman",5254,543257
"David Hensley","MIA",23,52,58,11,9,1,0,1,9,4,6,0,17,0,0,0,0,1,0,0.211538461,"David Hensley",25111,682073
"Zack Gelof","OAK",138,497,547,105,66,20,2,17,60,49,38,0,188,4,5,3,7,25,3,0.211267605,"Zack Gelof",29766,680869
"Chas McCormick","HOU",94,242,267,51,39,6,1,5,32,27,17,0,72,4,3,1,3,8,2,0.210743801,"Chas McCormick",19599,676801
"Jason Heyward","- - -",87,228,258,48,24,12,2,10,33,37,22,2,53,4,3,0,3,5,0,0.210526315,"Jason Heyward",4940,518792
"Marco Luciano","SFG",27,76,81,16,10,5,1,0,10,3,5,0,28,0,0,0,1,0,1,0.210526315,"Marco Luciano",25616,682617
"Brooks Baldwin","CHW",33,114,121,24,16,6,0,2,9,8,6,0,31,0,0,1,1,4,0,0.210526315,"Brooks Baldwin",31394,681460
"Noelvi Marte","CIN",66,229,242,48,35,9,0,4,24,18,9,0,75,3,1,0,1,9,3,0.209606986,"Noelvi Marte",26517,682622
"Korey Lee","CHW",125,377,394,79,52,14,1,12,36,37,17,0,122,0,0,0,12,6,3,0.209549071,"Korey Lee",25543,686676
"Trey Cabbage","HOU",45,86,91,18,9,8,0,1,12,8,4,0,34,1,0,0,1,1,1,0.209302325,"Trey Cabbage",21078,663550
"Tyler Freeman","CLE",118,330,383,69,47,14,1,7,48,32,28,1,53,19,3,3,15,11,6,0.209090909,"Tyler Freeman",22532,671289
"Austin Slater","- - -",84,177,212,37,31,4,0,2,24,18,26,0,60,5,4,0,5,3,2,0.209039548,"Austin Slater",16153,596103
"Zach DeLoach","CHW",22,67,75,14,8,5,0,1,10,5,8,0,21,0,0,0,0,0,1,0.208955223,"Zach DeLoach",27471,676113
"Christian Bethancourt","- - -",62,139,147,29,17,7,0,5,18,22,5,0,36,1,0,2,2,3,0,0.208633093,"Christian Bethancourt",10028,542194
"Reese McGuire","BOS",53,139,158,29,23,3,0,3,10,18,13,0,39,2,3,1,4,3,0,0.208633093,"Reese McGuire",15674,624512
"Dylan Carlson","- - -",96,235,265,49,39,7,0,3,19,25,22,0,75,5,3,0,2,2,1,0.208510638,"Dylan Carlson",20126,666185
"Kyle Stowers","- - -",69,192,209,40,24,11,2,3,15,24,13,0,74,3,1,0,2,0,1,0.208333333,"Kyle Stowers",26151,669065
"Andruw Monasterio","MIL",59,125,142,26,20,5,0,1,14,16,16,0,40,1,0,0,3,6,2,0.208,"Andruw Monasterio",19455,655316
"Mitch Haniger","SEA",121,380,423,79,55,12,0,12,42,44,40,0,126,2,1,0,10,0,0,0.207894736,"Mitch Haniger",14274,571745
"Jo Adell","LAA",130,405,451,84,47,15,2,20,54,62,35,1,126,7,3,0,9,15,10,0.207407407,"Jo Adell",20220,666176
"Garrett Stubbs","PHI",56,164,187,34,28,4,1,1,18,11,17,0,50,4,1,0,0,5,0,0.207317073,"Garrett Stubbs",18067,596117
"David Dahl","PHI",19,58,62,12,7,2,0,3,6,8,3,0,21,0,1,0,0,0,0,0.206896551,"David Dahl",13744,621311
"Alika Williams","PIT",37,87,96,18,12,4,2,0,13,5,3,0,22,1,0,5,0,1,0,0.206896551,"Alika Williams",27604,675961
"Bryce Johnson","SDP",47,63,73,13,11,2,0,0,9,4,7,0,12,0,0,3,1,1,1,0.206349206,"Bryce Johnson",20002,669369
"MJ Melendez","KCR",135,412,451,85,42,23,3,17,44,44,35,1,113,3,0,0,3,4,4,0.206310679,"MJ Melendez",22197,669004
"Dominic Fletcher","CHW",72,223,241,46,37,8,0,1,14,17,11,1,58,3,1,2,5,0,0,0.206278026,"Dominic Fletcher",26149,666150
"Brayan Rocchio","CLE",143,383,442,79,53,18,0,8,50,36,44,1,90,8,5,2,11,10,6,0.206266318,"Brayan Rocchio",23690,677587
"Wilmer Flores","SFG",71,214,242,44,28,12,0,4,19,26,20,1,33,3,5,0,5,0,0,0.205607476,"Wilmer Flores",5827,527038
"Garrett Cooper","- - -",36,107,116,22,15,5,1,1,6,11,7,0,35,2,0,0,3,0,0,0.205607476,"Garrett Cooper",15279,643265
"Elehuris Montero","COL",67,224,247,46,32,10,0,4,23,28,20,0,56,0,3,0,7,0,0,0.205357142,"Elehuris Montero",20543,660707
"Danny Jansen","- - -",94,278,324,57,35,13,0,9,35,24,40,0,61,3,3,0,4,0,0,0.205035971,"Danny Jansen",16535,643376
"Luis Guillorme","- - -",79,161,187,33,23,9,1,0,14,10,23,0,36,0,2,1,7,4,2,0.204968944,"Luis Guillorme",16451,641645
"Miguel Sanó","LAA",28,83,95,17,12,3,0,2,9,6,9,0,36,2,1,0,2,0,0,0.204819277,"Miguel Sano",12164,593934
"Tyler Nevin","OAK",87,245,278,50,33,10,0,7,22,20,25,0,64,5,3,0,5,1,0,0.204081632,"Tyler Nevin",17893,663527
"Mason McCoy","SDP",19,49,57,10,8,2,0,0,7,3,5,0,19,0,0,3,2,1,0,0.204081632,"Mason McCoy",22232,669200
"Thomas Saggese","STL",18,49,52,10,7,2,0,1,5,4,2,0,14,1,0,0,0,0,0,0.204081632,"Thomas Saggese",27883,695336
"Tyler Black","MIL",18,49,57,10,8,2,0,0,4,2,7,0,17,1,0,0,0,3,0,0.204081632,"Tyler Black",29949,672012
"DJ LeMahieu","NYY",67,201,228,41,34,5,0,2,19,26,19,0,35,1,6,1,13,0,1,0.203980099,"DJ LeMahieu",9874,518934
"Matt Thaiss","LAA",57,157,186,32,21,9,0,2,14,16,28,0,58,0,1,0,2,3,0,0.203821656,"Matt Thaiss",19318,642136
"Justyn-Henry Malloy","DET",71,202,230,41,25,7,1,8,18,21,23,0,85,3,2,0,2,1,1,0.202970297,"Justyn-Henry Malloy",29606,669234
"Nolan Gorman","STL",107,365,402,74,40,15,0,19,42,50,34,1,151,1,2,0,2,6,1,0.202739726,"Nolan Gorman",22263,669357
"Adam Frazier","KCR",104,262,294,53,38,10,1,4,35,22,22,0,59,7,0,3,0,3,0,0.202290076,"Adam Frazier",15223,624428
"Bryan Ramos","CHW",32,99,108,20,13,4,0,3,13,11,7,0,22,0,1,0,3,0,2,0.202020202,"Bryan Ramos",25621,682868
"Chris Taylor","LAD",87,213,246,43,31,7,1,4,28,23,28,0,76,2,2,1,5,5,1,0.201877934,"Chris Taylor",13757,621035
"Grant McCray","SFG",37,124,130,25,15,3,2,5,13,10,6,0,56,0,0,0,3,5,0,0.201612903,"Grant McCray",25690,687529
"J.P. Crawford","SEA",105,392,451,79,52,16,2,9,55,37,52,0,102,6,1,0,4,5,0,0.201530612,"J.P. Crawford",15491,641487
"Alex Kirilloff","MIN",57,159,178,32,16,8,3,5,20,20,15,0,47,1,3,0,5,0,0,0.201257861,"Alex Kirilloff",20325,666135
"Jordan Walker","STL",51,164,178,33,17,10,1,5,16,20,10,0,50,2,2,0,4,1,0,0.201219512,"Jordan Walker",27475,691023
"Dylan Moore","SEA",135,368,441,74,37,23,4,10,53,42,53,1,123,14,5,1,8,32,6,0.201086956,"Dylan Moore",18042,664238
"Bo Naylor","CLE",123,354,389,71,46,10,2,13,39,39,29,1,122,2,2,2,3,6,3,0.200564971,"Bo Naylor",21865,666310
"Travis Jankowski","TEX",104,190,207,38,32,5,0,1,19,12,12,0,44,5,0,0,3,11,1,0.2,"Travis Jankowski",13768,608671
"Billy McKinney","PIT",10,25,28,5,4,1,0,0,4,2,2,0,13,1,0,0,1,0,0,0.2,"Billy McKinney",15654,641856
"Daz Cameron","OAK",66,170,186,34,23,5,1,5,22,15,13,0,51,1,2,0,3,5,0,0.2,"Daz Cameron",18353,663662
"Jason Delay","PIT",7,15,19,3,0,3,0,0,1,6,3,0,0,0,0,1,0,0,0,0.2,"Jason Delay",19806,641511
"Cristian Pache","- - -",88,165,183,33,23,8,1,1,13,16,17,0,64,0,1,0,2,1,0,0.2,"Cristian Pache",19948,665506
"Esteury Ruiz","OAK",29,55,65,11,6,2,1,2,10,8,4,0,20,2,2,2,1,5,4,0.2,"Esteury Ruiz",21780,665923
"Oswald Peraza","NYY",4,10,11,2,1,0,0,1,2,1,1,0,3,0,0,0,0,0,0,0.2,"Oswald Peraza",22823,672724
"Nelson Velázquez","KCR",64,205,230,41,24,8,1,8,31,27,19,0,61,3,3,0,6,2,0,0.2,"Nelson Velazquez",23359,676369
"Liover Peguero","PIT",3,10,10,2,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0.2,"Liover Peguero",24273,678894
"J.P. Martínez","ATL",7,10,10,2,1,1,0,0,2,0,0,0,4,0,0,0,0,1,0,0.2,"J.P. Martinez",24451,679881
"Greg Jones","COL",6,5,6,1,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0.2,"Greg Jones",25448,675659
"Duke Ellis","- - -",11,5,5,1,1,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0.2,"Duke Ellis",27543,668752
"Trey Lipscomb","WSN",61,190,211,38,34,3,0,1,20,10,16,0,40,2,1,1,7,11,2,0.2,"Trey Lipscomb",31567,702358
"Edouard Julien","MIN",94,266,301,53,36,9,0,8,36,21,33,0,102,2,0,0,2,6,0,0.19924812,"Edouard Julien",27534,666397
"Jake Bauers","MIL",117,302,346,60,37,9,2,12,45,43,39,1,118,5,0,0,0,13,1,0.198675496,"Jake Bauers",15194,641343
"Addison Barger","TOR",69,208,225,41,23,11,0,7,20,28,14,0,60,1,1,0,1,2,0,0.197115384,"Addison Barger",24598,680718
"Danny Mendick","CHW",47,132,141,26,16,7,0,3,13,8,6,0,35,2,0,1,3,6,0,0.196969696,"Danny Mendick",18889,664901
"Kevin Kiermaier","- - -",116,259,281,51,34,9,3,5,31,26,12,0,86,2,1,7,4,6,2,0.196911196,"Kevin Kiermaier",11038,595281
"Cavan Biggio","- - -",78,188,224,37,27,5,0,5,27,19,24,0,72,8,0,2,1,2,0,0.19680851,"Cavan Biggio",19252,624415
"Jake Rogers","DET",102,310,337,61,34,16,1,10,43,36,22,1,99,3,2,0,6,1,0,0.196774193,"Jake Rogers",19452,668670
"Dominic Canzone","SEA",67,168,188,33,18,7,0,8,20,17,18,2,53,0,2,0,5,1,0,0.196428571,"Dominic Canzone",26438,686527
"Christopher Morel","- - -",152,535,611,105,70,11,3,21,56,60,61,3,159,10,5,0,15,8,7,0.196261682,"Christopher Morel",21897,666624
"Luke Williams","ATL",37,46,52,9,6,3,0,0,8,4,4,0,13,1,0,1,1,3,0,0.195652173,"Luke Williams",19931,663897
"Nick Senzel","- - -",74,236,267,46,28,11,0,7,25,18,28,1,61,1,0,1,6,1,3,0.194915254,"Nick Senzel",19293,669222
"Curt Casali","SFG",41,108,125,21,17,3,0,1,12,8,13,0,22,2,0,2,3,0,0,0.194444444,"Curt Casali",12510,592200
"Miles Mastrobuoni","CHC",50,98,106,19,16,3,0,0,9,4,7,0,17,0,1,0,1,2,0,0.193877551,"Miles Mastrobuoni",20017,670156
"Michael A. Taylor","PIT",113,269,300,52,37,9,1,5,35,21,23,0,105,0,4,4,3,12,1,0.19330855,"Michael A. Taylor",11489,572191
"Sean Murphy","ATL",72,233,264,45,29,5,1,10,19,25,27,1,67,3,1,0,7,0,0,0.193133047,"Sean Murphy",19352,669221
"Ehire Adrianza","LAA",8,26,28,5,3,1,0,1,4,2,2,0,11,0,0,0,1,0,0,0.192307692,"Ehire Adrianza",8418,501303
"Tomás Nido","- - -",49,130,140,25,17,4,0,4,14,12,5,0,35,0,2,3,1,0,0,0.192307692,"Tomas Nido",13755,621512
"Darell Hernaiz","OAK",48,120,135,23,19,3,0,1,8,12,11,0,27,1,2,1,4,1,1,0.191666666,"Darell Hernaiz",26224,687231
"Luis Urías","SEA",41,94,109,18,7,7,0,4,11,16,9,0,34,6,0,0,2,0,0,0.191489361,"Luis Urias",16622,649966
"Davis Schneider","TOR",135,397,454,76,43,19,1,13,48,46,47,0,144,5,5,0,2,6,0,0.191435768,"Davis Schneider",23565,676914
"Charles Leblanc","LAA",11,21,28,4,2,0,0,2,6,6,7,0,9,0,0,0,0,0,0,0.19047619,"Charles Leblanc",19813,641779
"Buddy Kennedy","- - -",14,21,26,4,2,1,0,1,3,6,4,0,7,0,1,0,0,1,0,0.19047619,"Buddy Kennedy",22505,671083
"Vaughn Grissom","BOS",31,105,114,20,17,3,0,0,10,6,7,0,24,1,1,0,3,2,0,0.19047619,"Vaughn Grissom",26031,687093
"Trent Grisham","NYY",76,179,209,34,17,8,0,9,21,31,22,1,57,4,2,1,5,1,1,0.189944134,"Trent Grisham",18564,663757
"Christian Encarnacion-Strand","CIN",29,116,123,22,14,6,0,2,13,16,4,0,35,1,2,0,4,0,0,0.189655172,"Christian Encarnacion-Strand",30011,687952
"Hunter Goodman","COL",70,211,224,40,18,9,0,13,24,36,8,0,64,3,2,0,5,1,1,0.189573459,"Hunter Goodman",29715,696100
"Alek Thomas","ARI",39,95,103,18,9,5,1,3,13,17,7,0,17,0,0,1,7,4,1,0.189473684,"Alek Thomas",23792,677950
"Jackson Holliday","BAL",60,190,208,36,25,4,2,5,28,23,15,0,69,2,1,0,1,4,0,0.189473684,"Jackson Holliday",31781,702616
"Steward Berroa","TOR",28,37,45,7,6,1,0,0,7,1,8,0,14,0,0,0,0,6,2,0.189189189,"Steward Berroa",22766,672642
"Ji Hwan Bae","PIT",29,74,81,14,12,2,0,0,11,6,6,0,24,0,1,0,0,6,2,0.189189189,"Ji Hwan Bae",23818,678225
"Nick Loftin","KCR",57,148,171,28,23,4,0,1,15,14,19,0,24,1,2,1,4,1,0,0.189189189,"Nick Loftin",27630,679845
"Jordan Beck","COL",55,170,184,32,23,6,0,3,14,13,12,1,65,1,1,0,3,7,1,0.188235294,"Jordan Beck",31431,687597
"Brett Sullivan","SDP",7,16,17,3,2,0,0,1,1,2,1,0,4,0,0,0,0,0,0,0.1875,"Brett Sullivan",18217,664954
"Drew Waters","KCR",7,16,19,3,2,1,0,0,2,1,2,0,6,1,0,0,0,0,0,0.1875,"Drew Waters",20505,671221
"Evan Carter","TEX",45,144,162,27,14,6,2,5,23,15,15,0,43,2,1,0,1,2,0,0.1875,"Evan Carter",27790,694497
"Sean Bouchard","COL",31,91,108,17,9,7,0,1,14,8,12,0,33,2,2,1,0,4,0,0.186813186,"Sean Bouchard",21270,656248
"Will Benson","CIN",128,343,388,64,29,19,2,14,41,43,40,0,154,2,2,1,3,16,7,0.186588921,"Will Benson",21853,666181
"Jose Siri","TBR",130,402,448,75,40,16,1,18,50,47,31,0,170,7,4,2,5,14,7,0.186567164,"Jose Siri",17452,642350
"Daniel Vogelbach","TOR",31,70,79,13,7,5,0,1,5,8,9,0,17,0,0,0,4,0,0,0.185714285,"Daniel Vogelbach",14130,596129
"Owen Miller","MIL",14,27,27,5,4,1,0,0,2,3,0,0,8,0,0,0,1,0,0,0.185185185,"Owen Miller",24655,680911
"Jacob Hurtubise","CIN",29,54,68,10,8,1,1,0,7,4,6,0,18,3,1,4,0,2,0,0.185185185,"Jacob Hurtubise",27599,674441
"Javier Báez","DET",80,272,289,50,32,12,0,6,25,37,12,1,69,2,3,0,10,8,1,0.183823529,"Javier Baez",12979,595879
"Taylor Walls","TBR",84,218,252,40,31,5,3,1,27,14,31,0,67,0,3,0,3,16,4,0.183486238,"Taylor Walls",22458,670764
"Pablo Reyes","- - -",22,60,64,11,9,2,0,0,5,5,3,0,19,1,0,0,1,1,2,0.183333333,"Pablo Reyes",16357,622569
"Niko Kavadas","LAA",30,93,106,17,11,2,0,4,11,8,11,0,41,2,0,0,0,1,0,0.182795698,"Niko Kavadas",29782,694359
"Jack Suwinski","PIT",88,247,277,45,28,8,0,9,29,26,27,2,79,1,1,1,3,9,1,0.182186234,"Jack Suwinski",22244,669261
"Adam Duvall","ATL",104,303,330,55,34,10,0,11,29,30,21,0,99,5,1,0,6,0,0,0.181518151,"Adam Duvall",10950,594807
"Cole Tucker","LAA",25,50,57,9,4,4,1,0,3,3,6,0,17,0,1,0,0,3,1,0.18,"Cole Tucker",17326,657061
"Victor Scott II","STL",53,145,155,26,15,9,0,2,14,10,6,0,42,2,2,0,0,5,1,0.179310344,"Victor Scott II",31349,687363
"Jason Vosler","SEA",10,28,30,5,3,1,1,0,2,3,2,0,9,0,0,0,0,0,0,0.178571428,"Jason Vosler",16686,613564
"Jasson Domínguez","NYY",18,56,67,10,7,1,0,2,8,4,11,0,19,0,0,0,0,5,0,0.178571428,"Jasson Dominguez",28080,691176
"Luke Maile","CIN",55,135,154,24,18,4,0,2,8,8,13,0,52,4,1,1,4,2,0,0.177777777,"Luke Maile",13355,571912
"Ryan Vilade","DET",17,45,49,8,7,0,0,1,5,5,2,0,12,0,1,1,2,0,0,0.177777777,"Ryan Vilade",22165,668723
"DJ Stewart","NYM",74,158,194,28,19,4,0,5,16,19,31,0,48,4,1,0,5,1,0,0.177215189,"DJ Stewart",17766,621466
"Jacob Amaya","- - -",24,68,72,12,11,1,0,0,4,3,4,0,28,0,0,0,3,1,0,0.176470588,"Jacob Amaya",23296,676070
"Jorge Barrosa","ARI",8,17,18,3,1,2,0,0,3,1,0,0,2,0,0,1,0,1,0,0.176470588,"Jorge Barrosa",23968,678489
"Drew Romo","COL",16,51,53,9,6,3,0,0,4,6,2,0,18,0,0,0,2,0,1,0.176470588,"Drew Romo",27763,691011
"Nick Allen","OAK",41,97,105,17,12,4,0,1,6,4,5,0,20,0,0,3,0,0,0,0.175257731,"Nick Allen",22277,669397
"Eddie Rosario","- - -",91,297,319,52,30,12,0,10,33,35,16,0,77,0,4,2,4,9,1,0.175084175,"Eddie Rosario",12155,592696
"Luken Baker","STL",21,40,49,7,3,1,1,2,3,10,7,0,11,0,2,0,1,1,0,0.175,"Luken Baker",21497,663609
"Estevan Florial","CLE",36,98,111,17,6,6,2,3,11,11,11,0,41,1,0,1,2,2,1,0.173469387,"Estevan Florial",19151,664314
"Tucker Barnhart","ARI",31,81,96,14,11,3,0,0,13,6,13,0,31,0,0,2,0,1,0,0.172839506,"Tucker Barnhart",10200,571466
"Luis De Los Santos","TOR",13,29,31,5,3,2,0,0,2,1,2,0,10,0,0,0,2,0,0,0.172413793,"Luis De Los Santos",21682,665782
"Mitch Garver","SEA",114,367,430,63,31,17,0,15,37,51,53,0,133,7,3,0,9,0,0,0.171662125,"Mitch Garver",15161,641598
"Logan Driscoll","TBR",15,35,37,6,5,0,0,1,2,5,1,0,6,0,1,0,0,0,0,0.171428571,"Logan Driscoll",25475,686482
"Adael Amador","COL",10,35,36,6,5,1,0,0,1,0,1,0,6,0,0,0,1,1,0,0.171428571,"Adael Amador",27962,691182
"Ben Rice","NYY",50,152,178,26,13,6,0,7,20,23,20,0,48,1,5,0,2,0,1,0.171052631,"Ben Rice",29576,700250
"Patrick Wisdom","CHC",75,158,174,27,10,7,2,8,16,23,10,0,59,4,1,1,1,5,0,0.170886075,"Patrick Wisdom",13602,621550
"Brandon Drury","LAA",97,325,360,55,44,7,0,4,28,15,27,0,81,5,3,0,13,1,0,0.169230769,"Brandon Drury",11615,592273
"Brandon Crawford","STL",29,71,80,12,6,5,0,1,5,4,8,0,26,1,0,0,0,0,0,0.169014084,"Brandon Crawford",5343,543063
"Andrew Knapp","SFG",3,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.166666666,"Andrew Knapp",14942,595284
"Ali Sánchez","MIA",31,84,96,14,12,2,0,0,5,4,4,0,24,1,1,6,2,2,1,0.166666666,"Ali Sanchez",18551,645305
"Andrew Knizner","TEX",37,90,93,15,13,1,0,1,5,9,1,0,22,1,1,0,2,0,0,0.166666666,"Andrew Knizner",19514,668800
"Brandon Lockridge","SDP",12,12,12,2,1,0,0,1,4,1,0,0,4,0,0,0,0,2,0,0.166666666,"Brandon Lockridge",21496,663604
"Dillon Dingler","DET",27,84,87,14,6,5,2,1,2,11,3,0,30,0,0,0,2,0,0,0.166666666,"Dillon Dingler",27464,693307
"Joey Gallo","WSN",76,223,260,36,17,9,0,10,24,27,32,0,102,4,1,0,1,3,1,0.161434977,"Joey Gallo",14128,608336
