Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,40,"Corey Rosier","BOS","LF","AAA",2025,"35+","High",,"24.0666666","5' 10""","184","L","R",2021,"Draft","SEA",125000,"UNC Greensboro","Rosier began his college career at Chipola Junior College in Florida and ended it with one season at UNC Greensboro, where he hit .354/.434/.604 with nearly as many walks as strikeouts. The Mariners drafted him in the 12th round in 2021 and quickly traded him to the Padres as part of the Adam Frazier deal; the Padres later packaged him with Eric Hosmer in the Jay Groome trade that also cleared roster space for Juan Soto. Rosier has several catalytic qualities: he's an 80 runner with a good idea of the strike zone and he's difficult to make miss within it. Though he'll occasionally ambush a middle-in pitch, Rosier mostly rips grounders to the right side and then hauls ass to first base. Despite his speed, he's a poor outfield defender who makes a lot of routine plays look difficult and adventurous. I love the edge Rosier plays with, and think his speed and contact ability will make him rosterable, but he basically has no position, which is going to severely limit his role.",,"sa3016961"
,40,"Cayne Uekert","CHC","SIRP","",2023,"35+","Med",,"27.3416666","6' 3""","195","R","R",2019,"Draft","CHC",5000,"McNeese State","Ueckert was drafted in 2019 and added several ticks of velocity to his riding fastball after joining the Cubs system. He climbed his way up the minor league ladder and arrived at Triple-A in 2022, spending the entire season there. In previous seasons, his walks had been in the low double-digits, which was on the uncomfortably high side, but he was striking out about a third of his opponents, which made up for a chunk of those free passes. At Triple-A, though, Ueckert's strikeouts dipped into the mid-20s, while his walk-rate surged to just over 20%. He was sent back to Double-A to start the 2023 season and is more or less back to his old ways. The difference seems to be his inability to get more advanced hitters to offer at unhittable sliders below the zone. This year, his slider has garnered 40% chase with a 26% swinging strike rate (up from 28% and 17% last season, respectively). His long, loose delivery is effortful but effective, and he works mostly fastball/slider now, with those two pitches combining for 96% of his mix this season. He'll need to refine his ability to miss advanced bats, but still looks the part of a single-inning reliever.","kSdknV7BwIE","sa3010789"
,40,"Nick Meyer","NYM","C","",2023,"35+","Low",,"26.6194444","6' 1""","200","R","R",2018,"Draft","NYM",350000,"Cal Poly","The undersized Meyer is a solid defensive catcher with a plus arm, and he has long performed above the average of whatever minor league level he's been assigned to, mostly due to contact skills rather than any kind of power. Even though he's off to a slow start at Syracuse in 2023, Meyer still looks like he has average bat-to-ball skills and 30-grade power. It isn't sexy, but it's enough to hop around as the third catcher on someone's 40-man for a half decade.",,"sa3007826"
,40,"Tanner Kiest","SFG","SIRP","AA",2025,"35+","High",,"29.0416666","6' 3""","200","R","R",2014,"Draft","PHI",,"Chaffey College (CA)","Kiest has been at it for nearly a decade. He was a 28th round pick of the Phillies in 2014 and was released after two seasons. After a few years away from affiliated ball, he signed with the Twins in 2018 and pitched just 14 innings at Cedar Rapids before he was released again. Since then, he's pitched in Mexico and Independent ball, and the Giants added him to their system at the very end of May. Kiest is working in the mid-to-upper-90s with hair on it, and he'll occasionally show you an above-average slider. His control is pretty fringy and finding release consistency will be key to his journey continuing through the upper minors.",,"sa738380"
,40,"Steven Cruz","KCR","SIRP","MLB",2024,"35+","Med",,"24.2944444","6' 7""","225","R","R",2017,"J2","MIN",,"Dominican Republic","The hard-throwing Cruz sits in the upper-90s with plus extension and flat angle, but his slider's inconsistent length and finish has made it tough for him to push past Double-A. His size, body composition, and arm strength are all incredible and will give him plenty of long-term opportunities to hone his command and find a quality secondary pitch en route to a middle-inning role. He was part of the Michael A. Taylor trade and is likely to debut as an up/down reliever in 2024.",,"23165"
,40,"Matt Krook","NYY","MIRP","MLB",2023,"35+","Low",,"28.9444444","6' 4""","225","L","L",2016,"Draft","TBR",1600000,"Oregon","A 2013 first round pick of the Marlins out of high school, Miami flunked Krook’s post draft physical and he ended up at Oregon, where he struggled with walks. The Giants took him in the fourth round in 2016 and traded him to the Rays as part of the Evan Longoria deal after the 2017 season. He spent the next several years doing a mix of starting and relieving while with Tampa Bay, again struggling with walks and declining velocity (mid-90s at peak, upper 80s more recently) while still showing big sinking action on his fastball and big break on his slider. The Yankees made him a minor league Rule 5 pick in 2020 and returned Krook exclusively to the rotation. While his command is still well below average, the length and depth of his slider makes it a plus pitch, and his upper-80s fastball sinks enough to keep it off barrels and generate a ton of groundballs (55% GB% overall for Krook in 2022); both pitches are aided by his funky delivery. He doesn't have the command you ideally want out of a spot starter or multi-inning reliever, but his stuff is a great fit in either of those roles, especially the latter. He seems likely to begin 2023 as an optionable starter but could move into a bulk middle inning role throughout the year.",,"19315"
,40,"Luis Mey","CIN","SIRP","MLB",2023,"35+","High",,"22.2694444","6' 4""","175","R","R",2018,"J2","CIN",50000,"Dominican Republic","A pure relief prospect, Mey's velocity climbed again in 2022 while his command and slider consistency remain deficient. He sat 96-99 mph in 2022 while touching 100. His fastball is nastiest when it's getting two-seam sink and tail action to Mey's arm-side, and it's less useful in other parts of the zone. His mid-80s slider isn't great, but it is fairly new, as my notes have him using a curveball in previous years. Mey doesn't have anything close to viable big league command, but he needs to be monitored due to his arm strength in case things click. He's in an up/down relief area right now.","EBT0dx5ukqM","25620"
,40,"Jacob Steinmetz","ARI","SP","A+",2026,"35+","High",,"20.2","6' 5""","220","R","R",2021,"Draft","ARI",500000,"ELEV8 Baseball Academy (FL)","Steinmetz was drafted as a big-framed developmental project at a sturdy 6-foot-6. He had a rough first full season in complex ball, but he still does the things that originally made him interesting as a prospect. He throws pretty hard and will reach back for 95-96 mph on occasion. Mostly Steinmetz sits 92-94 with considerable effort and a nasty head whack; his hat in the World Baseball Classic appeared to be a size too small, which was perhaps to keep it from constantly falling off during his delivery. While Steinmetz can ride his fastball past hitters at the letters, his ability to command the baseball to that location is highly variable, and he presents a lot of relief risk as a prospect due to his delivery and command. Mechanical variability impacts the shape and quality of his secondary pitches, the best of which are hard, mid-80s sliders. Though he hasn't yet had success in a professional setting, there's enough here to continue to value Steinmetz as a stuff-heavy developmental arm. ",,"sa3017976"
,40,"Gary Gill Hill","TBR","SP","A+",2027,"35+","High",,"19.0305555","6' 2""","160","R","R",2022,"Draft","TBR",597500,"JFK Catholic HS (NY)","An over-slot sixth round pick, Gill Hill presents a special combination of on-mound athleticism and projection at a wiry 6-foot-2. His bounding delivery and low three-quarters arm slot give his fastball a shallow approach angle, his slider has nasty two-plane break, and even though his arm swing is a little long right now, Gill Hill can sell his changeup with his arm speed. You can project pretty heavily on his present fastball velo range because of GGH's lanky build and looseness. He's a high-upside dev project for the Rays.",,"sa3020972"
,40,"Ben Casparius","LAD","MIRP","MLB",2025,"35+","Med",,"24.6388888","6' 0""","208","R","R",2021,"Draft","LAD",247500,"UConn","A two-way player as an underclassman at North Carolina, Casparius transferred to UConn for the 2021 season and began to focus on pitching. He ran an exorbitant ERA in 2022, but Casparius' stuff is pretty exciting, especially considering this was just his second full season on the mound. Most impressive is his sweeper slider, which often looks like it's going to finish in the middle of the right-handed batter's box before it takes a hard turn and bends onto the corner of the plate. If he can ever develop consistent feel for landing his slide piece on the corner like this, the pitch will be unhittable. Casparius' fastball isn't as nasty on its own, but it sometimes blows up hitters in on their hands because they are trying desperately not to pull off of the slider and have guessed wrong. Developing more pitches is a key aspect of Casparius' development, and he showed an upper-80s cutter and mid-80s changeup, both deployed at a 15% clip, in 2022. The early returns on both pitches are promising, as the cutter gives Casparius another hard pitch that moves differently than his heater, helping him stay off barrels, while the changeup generated an average chase rate and above-average whiff rate. It'll be interesting to see how his fastball plays against upper-level hitters, but Casparius is tracking like a back-of-the-rotation starter.","kp4IugFqvTM","30085"
,40,"Luis Valdez","TEX","SP","",2025,"35+","Med",,"20.2027777","6' 2""","158","L","L",2019,"J2","LAD",80000,"Mexico","Valdez doesn't throw all that hard, but he carved the Arizona Complex League by commanding a plus changeup and average breaking ball. The wispy southpaw might yet throw harder as his frame matures, but shape and angle might cap Valdez's fastball effectiveness even if that happens. Lefties with plus command of plus changeups tend to pitch in the big leagues, and Valdez is ticketed for the back of a rotation at his current velocities. He was traded to the Rangers for Ricky Vanasco at the beginning of June.",,"sa3015974"
,40,"Angel Chivilli","COL","SIRP","MLB",2024,"35+","High",,"21.175","6' 2""","162","R","R",2018,"J2","COL",,"Dominican Republic","Chivilli is a long-levered relief prospect with mid-90s arm strength and a plus-flashing changeup. His feel for release is extremely inconsistent, which is why he is essentially a relief-only prospect at this point. Chivilli is a talented dev project.",,"26790"
,40,"Joey Murray","TOR","MIRP","",2023,"35+","Med",,"27.0222222","6' 2""","195","R","R",2018,"Draft","TOR",169600,"Kent State","After having missed all of 2021 with an elbow strain, Murray threw just 20 innings at Double-A last season before being shut down for Tommy John surgery in May and is set to miss the first portion of the 2023 season as well. In those 20 innings of work, his fastball velocity was down, living around 86 mph, as opposed to in its previous high-80s/low-90s habitat. He also struggled to locate his slider, throwing it for a strike just 44% of the time, and both pitches fell short of league average in terms of their swing-and-miss metrics. In his four starts in 2022, there was a significant difference between his results the first time through the order compared to subsequent face-offs: in innings one through three, opponents put up an anemic .146/.327/.268 slash line, but in innings four through six, they slashed .312/.395/.750. The optimism surrounding Murray’s future as a big leaguer requires dialing back to the 2020 alt site and his meteoric rise through the system in 2019. If he can recapture that form, he could still slot into a short relief role.",,"sa3007234"
,41,"Allan Castro","BOS","CF","AA",2025,"35+","Med",,"20.3527777","6' 0""","170","S","R",2019,"J2","BOS",,"Dominican Republic","Castro is a switch-hitting 20-year-old who hit well in the 2021 DSL and on the complex in 2022. He broke camp in 2023 with Salem before he officially turned 20 and his overall numbers are down, but he's still performing above the Carolina League average and looks hitterish in the box. Castro has advanced bat-to-ball skills from both sides of the plate, and his lefty swing has lovely uppercut, generating more in-game pop than his righty cut. As a medium-framed hitter with average bat speed, there isn't huge power projection here, and Castro may only ever have doubles pop and peak in the 12-to-15 home run range. He's on the fringe of projecting in center field, and players who aren't locks to stay there tend not to. The limited power projection on a likely corner guy makes for a tough profile, but Castro has a young Robbie Grossman's skill set and is a solid role-player prospect at the bottom of the full-season ladder.",,"sa3016084"
,41,"Bryce Windham","CHC","C","",2024,"35+","Med",,"27.0166666","5' 10""","190","L","R",2019,"Draft","CHC",1000,"Old Dominion","Windham has emerged as a high-contact sleeper whose throwing has recently improved. He played all over the diamond at Old Dominion, but he didn't move behind the plate until 2019 and didn't commit fully to the catching position until the 2022 season. A fair receiver and ball-blocker, his exchange was very slow for the first half of 2022 and teams ran on him at will. He began throwing from his knees and while his throws are still a little inaccurate, his pop times are not only much better than they were before, they're often hovering around the 1.80 mark. He’s improved on defense substantially in a short period of time and despite being on the older side for a prospect, he has continued to impress at the plate, slashing .344/.421/.453, with much of that OBP aided by a walk rate significantly higher than his single-digit K-rate over the first half of the season at Triple-A. Indeed, Windham is tough to whiff. He has an athletic lefty cut and plus raw bat-to-ball ability. The quality of his contact had been mediocre such that his hit tool looked likely to play down a bit — until, of course, he started raking this year. He’s a late-blooming backup prospect who would be a cool utilityman if he re-introduces another position to his toolkit in the near future.",,"sa3010403"
,41,"Grant Hartwig","NYM","SIRP","AAA",2024,"35+","Med",,"25.7861111","6' 5""","235","R","R",2021,"UDFA","NYM",20000,"Miami (OH)","A 2021 undrafted free agent, Hartwig reached Double-A less than a year after he signed and is now at Triple-A Syracuse, where he's finally meeting some resistance and running a high ERA early in 2023. He sits 94-95 mph, and while his fastball plays down a little bit due to lack of command, it's sink is heavy enough to induce grounders even when Hartwig misses his spot. Our previous notes have Hartwig commanding an upper-70s slider, but his breaker has gotten harder (it's averaging 82-83 mph in 2023) and now has a ""sweeper"" designation, and Hartwig is having trouble getting it to finish off the plate. Whether Hartwig is simply trying to throw his slider harder or has recently tweaked his grip, he doesn't have nearly as good a feel for it as he did in 2022. He'll show you the occasional changeup and cutter but both are rare. A pretty typical sinker/slider low-leverage reliever, Hartwig will be a viable up/down option as soon as he finds feel for locating his slider again.",,"29946"
,41,"Cole Foster","SFG","SS","A+",2026,"35+","Low",,"21.9805555","6' 1""","190","S","R",2023,"Draft","SFG",747500,"Auburn","Foster's feel and soft skills on defense drive his prospectdom because, at the very least, they're going to enable him to stay at shortstop throughout his time in the minors. What Foster lacks in athletic ability he somewhat makes up for with on-field acumen and awareness. His internal clock is well-timed, his arm stroke is true and consistent (plenty for the left side of the infield), and his hands are slick and sure. Foster is also a switch-hitter who hit fairly well in the SEC. His loping low-ball swing will end up underneath a lot of pro fastballs, but Foster's defense should enable him to be a rosterable bench infielder.",,"sa3022673"
,41,"Samuel Valerio","KCR","SIRP","",2025,"35+","Med",,"21.9805555","6' 4""","220","R","R",2018,"J2","KCR",242500,"Dominican Republic","Valerio has always thrown really hard for his age, but he's had a little velo spike compared to 2022 and is sitting 96-98 so far in 2023, albeit with round down elements and poor command. Valerio's lack of feel for location is most punishing when it comes to his breaking ball's efficacy. He doesn't locate it well enough for it to induce whiffs, and a lot of them are non-competitive. He's still only 21 and remains in an arm strength flier FV tier, projecting as a one pitch up/down reliever at present.",,"sa3009220"
,41,"Alexander Vargas","NYY","SS","A+",2023,"35+","Med",,"21.9222222","5' 10""","155","S","R",2018,"J2","NYY",2500000,"Cuba","Once a 50 FV prospect as a dynamic switch-hitting shortstop who needed to get stronger to make any real offensive impact, Vargas struggled so badly in 2022 that he nearly fell off this list entirely. He needed to use his entire body just to whip the bat around and he was still often late against fastballs. Chase was also an issue (36% chase rate), and Vargas hit .203 at Low-A in 2022. He has added muscle during the offseason, so let's see how things progress in 2023. Varga is so athletic and his frame is so well-composed that he's still an interesting prospect despite his struggles with the bat. Even if his new strength has a meaningful impact on his ability to hit, however, he still needs to curb his chase some to feel like a solid future big leaguer.","1-63oQOd8s0","sa3008851"
,41,"Bryce Hubbart","CIN","SP","A+",2026,"35+","Med",,"22.2583333","6' 1""","190","R","R",2022,"Draft","CIN",522500,"Florida State","Hubbart had a great career at Florida State despite wielding fringe velocity, and struck out 203 hitters in 155 career innings for the Seminoles. His fastball has secondary traits that help it play up, but his velocity was actually a little bit down throughout 2022, averaging 88-91 mph and peaking in the 93-94 range. His shapely, upper-70s breaking ball has more in-zone utility than it does whiff-inducing finish and it will be key for him to find a second, firmer breaking ball that can act as a chase pitch in pro ball. As it stands right now, he's tracking like a command-oriented, spot-starting lefty.",,"sa3020323"
,41,"Michel Otañez","ARI","SIRP","MLB",2023,"35+","High",,"26.2444444","6' 3""","215","R","R",2016,"J2","NYM",35000,"Dominican Republic","Signed as a minor league free agent during the offseason, Otanez has been working out of the Reno bullpen twice a week so far this year. He's sitting 96-101 mph with sink and tail, and bending in a mid-80s slider. His is the sort of fastball that plays down because of its shape, but Otanez's heater helps his slider play a little better than it actually is because hitters have to be ready for 100 mph with run, while his slider breaks in the opposite direction. Otanez is a nice depth guy to have at Triple-A, one who can come up and throw hard if you need him to without occupying a spot on the 40-man until then.",,"22533"
,41,"Trevor Martin","TBR","SIRP","AAA",2026,"35+","Med",,"22.7944444","6' 5""","240","R","R",2022,"Draft","TBR",586200,"Oklahoma State","Martin has a riding mid-90s fastball that sits 93-94 mph and was up to 98 at Oklahoma State, where he was a draft-eligible sophomore reliever in 2022. He rocketed up draft boards late in the spring when he punched out 16 hitters in a 6.2-inning relief appearance during a Regional elimination game, working 93-96 for most of that outing. While his frame is maxed out, Martin only has the two college relief seasons under his developmental belt, so the Rays may be able to coax more out of at least one of his secondary offerings.",,"sa3020608"
,41,"Carlos De Los Santos","LAD","SIRP","",2023,"35+","High",,"22.8694444","6' 2""","170","R","R",2017,"J2","LAD",105000,"Dominican Republic","In his age-21 season, De Los Santos repeated Low-A and performed at roughly the same level as he did in 2021: 12 K/9 IP, 6 BB/9 IP and a FIP close to 4.00 in 43 relief innings, a mix of electric stuff and maddening inconsistency. One area in which De Los Santos does seem to have changed is in the breaking ball department. Past in-person notes have him using a hard, curve-shaped breaking ball in the 83-86 mph range whereas 2022 pitch data shows De Los Santos' slider <em>averaging</em> 87 mph, while his fastball velocities have continued tracking in the 94-97 mph band. Depending on what flavor of ""arm strength flier"" prospect you prefer — and there are many in this system — De Los Santos is the one with the most explosive-looking on-mound athleticism. You don't need a radar gun to know this guy throws hard — it's evident in the way he throws a baseball. He has seventh or eighth inning stuff but will be relegated to low-leverage up/down work if his control stays this way. At a young 22, it's feasible that some of those issues will get ironed out.",,"sa3005448"
,41,"Peyton Battenfield","CLE","MIRP","",2023,"35+","Low",,"26.1416666","6' 4""","224","R","R",2019,"Draft","HOU",148400,"Oklahoma State","Battenfield was drafted by Houston, traded to Tampa Bay for Austin Pruitt when Houston badly needed injury relief, and then was dealt to Cleveland in 2021 for Jordan Luplow. The kitchen sink righty can manipulate his breaking ball shape like a con artist manipulates their mark, bending in cutters, sliders, and curveballs across a 15-mph velocity band. He doesn't have big arm strength, sitting about 92 mph, and Battenfield's ability to miss bats has dwindled as he's reached the upper levels of the minors. He K'd just 17% of opposing hitters in 2022, easily a career-low. Still, Battenfield's sheer unpredictability and repertoire depth give hitters fits. He's in position to make some spot starts in the near future and projects to move into a lower-leverage long relief role as his option years expire.",,"25777"
,41,"Adrian Rodriguez","TEX","SIRP","A+",2024,"35+","High",,"22.3694444","6' 5""","195","R","R",2019,"Draft","TEX",,"Florida Virtual School","Drafted in the second to last round of the 2019 draft, Rodriguez didn't pitch the summer after he signed, nor in 2020. In 2021, he walked more than a batter per inning on the complex. The condor-like righty re-established himself as a prospect when he got the walks under control and sat 94-96 in 2022 in a season split between the complex and Low-A. He's had a velo spike out of the 2023 gates, sitting 97-99 with riding life at the top of the zone as Down East's closer, but his control has regressed. Rodriguez can also bend in a mid-80s slider that flashes plus. He's a relief-only prospect with well below-average feel for strikes, but it's plausible he just needs more reps with this newfound velocity. If Rodriguez can command his gangly limbs over time, then he'll be a big league reliever.",,"sa3015385"
,41,"Cade Denton","COL","SIRP","A+",2026,"35+","Med",,"21.7583333","6' 3""","180","R","R",2023,"Draft","COL",500000,"Oral Roberts","Utterly dominant as both a sophomore and junior at ORU. Low-slot reliever with mid-90s heat and tail. Lateral attack with fastball/slider combo. Righty hitters flinch a lot against Denton. Slider often lacks depth but is still tough to discern from his fastball. Middle relief projection with shot to improve slider's bat-missing ability in pro ball.",,"sa3023047"
,42,"Nick Robertson","BOS","SIRP","AAA",2023,"35+","Low",,"25.2083333","6' 6""","265","R","R",2019,"Draft","LAD",177500,"James Madison","Robertson appeared poised to surge through the minors en route to a quick middle relief role, and while he's pitched pretty well at the upper levels, his fastball has settled into the 94-96 mph range (at times he's been 95-99) and looked vulnerable against more experienced hitters because of its hittable downhill angle. Signs of adjustment were apparent in 2022 as Robertson began mixing in his secondary stuff more heavily this year, accelerating the use of his changeup so much that it's now his most-used weapon. He has pretty good arm-side feel for the changeup, but he's underneath the pitch a lot and it tends to have awkward running action rather than true bat-missing finish. Both Robertson's secondaries sit in the 85-87 mph range, and the slider/cutter bends in with glove-side bite, more adept at inducing weak contact than missing bats. With just one bat-missing weapon, Robertson was left off the Dodgers 40-man and went unselected in the Rule 5 Draft, but there are still plenty of low-leverage relief components here and Robertson is likely to pitch in the big leagues for somebody in the near future.",,"26226"
,42,"Connor Noland","CHC","SP","AAA",2026,"35+",,,"24.1972222","6' 2""","215","R","R",2022,"Draft","CHC",200000,"Arkansas","Noland had a busy freshman year at Arkansas. He played quarterback in four football games in the fall, then finished the school year with a trip to the College World Series and SEC All-Freshman honors. He lost most of 2020 to the pandemic and much of 2021 to a forearm injury, returning in a bullpen capacity that year. He reclaimed a rotation spot in 2022, filling in for fellow Razorback Peyton Pallette, and he made the most of his Friday starter role with a dominant senior year that earned him a ninth round selection by the Cubs. He was assigned to High-A, where he’s only issued 10 walks in 62 innings, with much of the contact he has allowed coming on the ground. His fastball lives around 89-90, but he mostly uses it to set up his curveball and slider, both of which sit around 81-82. The curveball is a 12-6 offering that was his preferred secondary in college, though it has been surpassed in usage by his slider, which offers more of a two-plane look. A velocity bump would go a long way toward his viability as a starter, but he could find a home in a multi-inning relief role otherwise, especially if he can develop his seldom-thrown changeup.",,"sa3020834"
,42,"Bryce Montes de Oca","NYM","SIRP","AAA",2023,"35+","Med",,"27.4388888","6' 7""","265","R","R",2018,"Draft","NYM",152100,"Missouri","Montes de Oca was slated to undergo surgery to remove bone spurs from his elbow in March, recover for about four months, and maybe be back in action by the end of the season. Instead doctors discovered his UCL to be ""insufficient"" during the surgery, so (surprise!) Montes de Oca also needed a Tommy John. He was among the hardest throwers in the minors last year, with the emphasis on thrower in this case because he also has one of the most violent deliveries. His arm swing is very late relative to foot strike and can be hard for him to time. The good news is that Montes de Oca's stuff is good enough to do damage even when he's not locating. He sits in the upper 90s, and his fastball has big tailing movement and pairs nicely with the glove-side length of his slider, which is how he most often finishes hitters. As ugly as his delivery is, it helps make hitters uncomfortable, and BMdO was missing a ton of upper-level bats last year. He has a shot to be on the up/down bullpen shuttle back and forth from Syracuse next season.",,"21319"
,42,"Gerelmi Maldonado","SFG","SIRP","A",2026,"35+","High",,"19.7777777","6' 2""","170","R","R",2021,"Intl15","SFG",,"Venezuela","Now in his third pro season, Maldonado is among the harder throwers in the Giants system as he continues to start at Low-A San Jose. The emphasis is on ""thrower"" in this case, as the youngster has very little feel for location, hence his projection as an eventual reliever. Maldonado is sitting 96 mph and has a plus slider as a 19-year-old starter. If he's shifted into the bullpen, he might have even better stuff in the tank airing things out one inning at a time. His feel for location needs to progress even for him to be a viable reliever, and there's risk that never happens. He's a relatively projectionless, 40-grade athlete whose arm action is already pretty short, so there's no obvious path toward significant progression in this area.",,"sa3016018"
,42,"Anderson Paulino","KCR","SIRP","",2025,"35+","Med",,"25.0527777","6' 2""","200","R","R",2017,"J2","KCR",,"Dominican Republic","Paulino has a heavy upper-90s sinker and a really hard slider in the 88-91 mph band. His slider doesn't have bat-missing length, but its late movement keeps it off the barrel and is another way for him to induce weak contact. He's been spinning his wheels at High-A for the last couple of years, but Paulino's arm speed, frame, and ability to get a groundball makes him an interesting six-year minor league free agent candidate who might find something more with a change of scenery.",,"sa3007991"
,42,"Hunter Hollan","CIN","SP",,2026,"35+","Med",,"21.5722222","6' 5""","200","L","L",2023,"Draft","CIN",597500,"Arkansas","An undersized lefty with low-90s velo and two good breaking balls, Hollan spent two underclass seasons at San Jacinto JC, then transferred to Arkansas for his draft year and made 15 decent starts. He looks like he has a lefty specialist floor and a non-zero shot to be a 5th-7th starter if his heater ends up playing better than its velocity with continued dev.",,
,42,"Andrew Pintar","ARI","2B","AAA",2027,"35+","High",,"22.5222222","6' 2""","190","R","R",2022,"Draft","ARI",316950,"BYU","Pintar had a rare power/speed combination for an up-the-middle college draft pick, especially one from a smaller program, but a shoulder injury that required multiple surgeries to correct caused him to miss most of his junior year and to fall in the draft. Healthy Pintar would run 4.10 home to first and hit searing doubles into the oppo gap. Back to start 2023, Pintar played at Visalia for just a couple of weeks before he got hurt again, this time rolling his ankle over a bunted ball. The ball slipped just under his glove as he bent to field it and rolled right beneath his foot. It was a gnarly, severe-looking injury to the foot/ankle. Pintar was put on the 60-day IL and is in a walking boot back at the complex. His arm strength sapped from the shoulder issue, Pintar is realistically a second base-only defender on the infield. His speed gives him a shot to play center field, but he hasn't tried that yet. He could be a part-time up-the-middle piece with power, speed, and probably a 40-grade hit tool (his swing is pretty grooved) if he comes back at full strength. Overcoming two lost seasons will be tough.",,"sa3020715"
,42,"Antonio Jimenez","TBR","SP","AA",2023,"35+","High",,"22.4027777","5' 11""","145","L","L",2017,"J2","TBR",38000,"Dominican Republic","Jimenez sustained his typical level of performance in 2022 while throwing many more innings than he ever had in a single season, working 108.1 frames across 26 outings, with his ERA and FIP hovering around 4.00. In years prior, Jimenez had shown fastballs in the 91-97 mph range, and things tended to fall toward the bottom of that range last season. His changeup will flash average, while Jimenez's two-plane, upper-70s slider is consistently above. Jimenez checks a lot of starter boxes because of his repertoire depth and on-mound athleticism, but his fastball is very vulnerable right now. It's possible a bullpen move will coax out more velocity, which would allow Jimenez to pitch more heavily off his slider and lean into some of the parts of his delivery that disrupt hitters' timing (he does the Luis Garcia ""rock the baby"" windup from the left side). He started to get his feet wet as a long reliever during the back half of 2022 and the 'pen is his projected destination. If the velo pops with a move, Jimenez will probably stay on a roster in perpetuity.",,"sa3008074"
,42,"Chris Campos","LAD","SIRP","AA",2027,"35+","High",,"23.1333333","5' 10""","170","R","R",2022,"Draft","LAD",197500,"St. Mary's","A very athletic two-way player at St. Mary's, Gonsolin, er, I mean Campos, was up to 95 mph on the mound for the Gaels and has exciting looseness and capacity for movement. He was also a capable defensive shortstop with pretty decent contact skills, but he only pitched after the draft. With so few innings under his belt (Campos threw only worked 34.2 frames in college) there's lots of developmental meat on the bone here, and an exciting arm strength and athleticism foundation on which to build.",,"sa3020396"
,42,"Isaiah Greene","CLE","LF","A+",2025,"35+","High",,"22.0888888","6' 1""","180","L","L",2020,"Draft","NYM",850000,"Corona HS (CA)","Greene came over from the Mets in the Francisco Lindor deal and has an interesting blend of soft skills and frame projection. He's an extremely patient (arguably passive) hitter with below-average bat speed and power right now, but he is super lanky and loose and should grow into more strength and power as he matures. Greene's feel to hit is not as advanced as his idea of the strike zone, and because he's so skinny and young, he needs to use his whole body to swing hard and tends to take big rips right through the center of the zone without real feel for the barrel. Scouts don't think he can play center field, which makes it imperative that he start to get stronger and make more authoritative contact. Because he's treaded water in these areas for the last year, Greene is more in a late-projection flier category now than he is a high-ceiling, high-variance prospect. Were he a college hitter, he'd be set to go late in Day Two of the draft.",,"sa3014460"
,42,"Alejandro Rosario","TEX","SIRP",,2026,"35+","High",,"21.7361111","6' 1""","182","R","R",2023,"Draft","TEX",437900,"Miami","A very famous prospect since his high school underclas days, Rosario's mid-to-upper-90s fastball has always missed frustratingly few bats because of its shape. He ran an ERA over 7.00 during both his sophomore and junior years while sittsin 95-96 and flashing a plus slider and splitter. Rosario threw his fastball 56% of the time at Miami and that rate will almost certainly come down in pro ball as Rosario is forced to lean on his secondary stuff early in counts, his fastball is too vulnerable in the zone to be the tool he uses to get ahead. Observers should be keyed in on whether Rosario's fastball movement changes in pro ball, perhaps the Rangers can lean into sink and keep it off barrels. His realistic outcome is likely in the bullpen.",,
,42,"Isaiah Coupet","COL","SIRP",,2026,"35+","Med",,"21.0111111","6' 1""","190","L","L",2023,"Draft","COL",600000,"Ohio State","Coupet is a low-90s lefty with a huge breaking ball. Sitting 90-91, his mechanical inconsistency points to the bullpen despite his strike-throwing track record at Ohio State. A hamstring injury cost him chunk of 2023. His best pitch is easily his 78-82 mph slider, which has elite spin rates. A low-80s changeup has bat-missing sink on occasion. He projects as a depth starter/second lefty out of 'pen.",,
,43,"Noah Dean","BOS","SIRP","AA",2026,"35+","High",,"22.5583333","6' 2""","215","L","L",2022,"Draft","BOS",322500,"Old Dominion","Dean is a long-levered lefty with a mid-90s fastball that peaked in the 98-100 mph area during his time at Old Dominion. He would typically sit 93-96 with big carry out of the bullpen in college, but the Red Sox are trying him as a starter. Dean's arm action is extremely long, and it would seem to be low-hanging developmental fruit to shorten him up and hope it makes his fastball command and breaking ball more consistent. He's a nice arm strength developmental project whose most likely outcome is in middle relief.",,"sa3020740"
