Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,28,"Caleb Kilian","CHC","MIRP","MLB",2025,"35+","Med",,"28.3305555","6' 4""","180","R","R",2019,"Draft","SFG",397500,"Texas Tech","Kilian has pitched in parts of three big league seasons but not enough to lose rookie eligibility. A 2019 eighth rounder out of Texas Tech, Kilian made stylistic changes to his pitching in pro ball, had a velo spike, and was sent from San Francisco to Chicago as part of the Kris Bryant trade. During the spring of 2023, Kilian's fastball was touching 101, but it lasted for literally a couple of starts before a teres major strain shelved him until the middle of 2024. When Kilian came back, he was sitting 94. He attacks with a bunch of different breaking balls (cutter, sweeper, knuckle curve), only one of which is plus. Barring a velo rebound, Kilian looks like a spot starter.","E2pDNeZBu40","26213"
,28,"Shane Panzini","KCR","SIRP","AAA",2027,"35+","Med",,"23.9194444","6' 3""","220","R","R",2021,"Draft","KCR",997500,"Red Bank Catholic HS (NJ)","After three years of struggling with control (and, last season, injury), Panzini was moved to the bullpen after he returned from the IL in the middle of 2024. He's been working in a swingman/piggyback role at Quad Cities so far in 2025 and is having a career-best season. His strikeout rate is just shy of 30%, while his walk rate is in the single digits for the first time. 
Panzini is still working four-plus innings in most of his outings, even when he comes out of the bullpen, and he could conceivably transition back to starting full-time. His repertoire, however, has not really been fleshed out. He is a fastball/curveball merchant whose slider shape is basically the same as his curveball. The good news is that Panzini's fastball (which has 20 inches of vert and at times a little bit of natural cut) and curveball (12-to-6 shape that mirrors his heater) are playing like above-average pitches, giving him the projection of a middle reliever, especially if he finds more velo in a single-inning role.",,"sa3018257"
,28,"Talon Haley","LAA","SP",,2031,"35+","High",,"19.6916666","6' 2""","200","R","L",2025,"Draft","LAA",897500,"Lewisburg HS (MS)","Had Tommy John surgery on his left elbow before his high school career began. Was diagnosed with non-Hodgkins lymphoma after recovering from surgery, was cancer-free by late 2022. Suffered another UCL tear in 2024 and this time got the internal brace surgery. Broke out at 2025 Super 60 when he was healthy again. Sat 91-94 and peaked in the 95-97 range (depending on the outing) this spring. Violent head whack, explosive arm action, tough for hitter to pick up. Plus riding life up and away from righties. Big two-planed slider with late bite and depth. Arm stroke is a little out of control, needs to develop changeup. Might be a nasty lefty reliever if he can't find a third pitch, but he hasn't thrown much compared to other high schoolers and is coming from a cold weather climate.",,
,28,"Henry Bolte","ATH","RF","AAA",2028,"35+","High",,"22.1583333","6' 3""","195","R","R",2022,"Draft","OAK",2000000,"Paolo Alto HS (CA)","Bolte is a super toolsy prospect with very intense, profile-altering strikeout issues. He's struck out at least a third of the time at each minor league stop (usually more), but at some of them has still found a way to hit for big power. Bolte is a flat out 80-grade runner with plus raw power and room for more strength on his frame. His swing isn't especially functional and often leaves him inside-outing the baseball the other way. He is likely to strike out at a roughly 40% clip against big league pitching as his swing is currently constituted. 
But Bolte's physical prowess is so impressive that when he reaches his physical prime in five years or so, he might be toolsy enough to have a window of meaningful big league impact despite his flaws. He's someone to watch over a very long period of time, a player who isn't likely to break out until he's on his second org via six year minor league free agency. It will be important for his feel for outfield defense to improve during that time as, despite Bolte's speed, his feel and instincts out there aren't great.",,"sa3020006"
,28,"JeanPierre Ortiz","CIN","SP","A",2028,"35+","High",,"21.6194444","6' 0""","180","R","R",2023,"Draft","CIN",225000,"Chipola JC (FL)","Ortiz was a famous Puerto Rican high school two way player (mostly a shortstop) who participated in a lot of the marquee national showcase events as an upperclassman. Ortiz was originally drafted by Washington coming out of high school but didn't sign. He went to Chipola JC in Florida and played both ways there, then was the Reds’ 17th rounder in 2023 as a ""draft and follow,” a long-defunct (and from 2007 to 2021, dormant) roster maneuver that allows clubs to pick a player and retain their rights into the next calendar year, well beyond the usual signing deadline. Ortiz went back to Chipola for the 2024 season, then signed for the max D&F amount of $225,000 in May of that year.  
Ortiz has been deployed as a pitcher since turning pro and it's starting to go pretty well. He's a little undersized for a pitching prospect, but he's a plus on-mound athlete, his velocity is growing (he's sitting 93.5 mph and is up to 96 in a three to four inning long relief role so far in 2025), and his secondary stuff and command have both rep- and athleticism-based projection. He'll flash a power upper-80s changeup and has precocious slider command. If one of them becomes plus, then Ortiz should be a fine reliever.",,"sa3024922"
,28,"Antonio Gomez","NYY","C","AAA",2026,"35+","Low",,"23.8833333","6' 2""","210","R","R",2018,"J2","NYY",600000,"Venezuela","Gomez has an elite arm and will consistently pop below 1.8 seconds on throws to the bag. He also has power, slashing .241/.329/.419 with a 50% hard-hit rate at mostly High-A Hudson Valley after he returned from injury in the middle of the 2024 season. Gomez still has serious pitch recognition and bat control issues that will limit his offensive output. He's also still not a very good ball-blocker, and for all his other merits on defense, this is still a pretty serious issue. If/when Gomez improves that issue, he'll have a glove-first backup profile. Until then, he's more on the 40-man fringe as a third catcher type.","UIUzPZR_djw","sa3008746"
,28,"Erick Brito","PHI","SS","AAA",2026,"35+","Med",,"23.35","5' 8""","160","R","R",2018,"J2","PHI",,"Venezuela","Brito is a gamer/grinder infielder with pesky bat-to-ball ability, the sort who tends to be on the 40-man fringe. He's a compact athlete with a very short swing that makes him tough to beat in the strike zone, but what little power Brito has ends up being undercut by his approach, which prioritizes early-count contact. Though he doesn't have ideal shortstop arm strength, Brito's effort level and instincts allow him to make some difficult plays. He's fair at shortstop and above-average at second base. In the Yonny Hernández mold, Brito should play an up/down utility infield role.","_HJ1fy8L7KA","sa3011753"
,28,"Abimelec  Ortiz","TEX","1B","AAA",2027,"35+","High",,"23.6083333","6' 0""","230","L","L",2021,"UDFA","TEX",20000,"Florida Southwestern","It’s been three years since the Rangers traded away Willie Calhoun, but with Ortiz they look poised to address their present dearth of undersized, defensively-limited, rolly-polly shaped lefty platoon bats. Ortiz’s profile is carried by unquestionably above-average power (108.8 mph 90th-percentile EV) and defined by his dogged pursuit of accessing it (43% air-pull rate). Few players in the minors are catching the ball out in front as relentlessly as Ortiz, and relatedly, his profile remains held back by excessive chase. His vulnerability to sliders in particular is going to limit him to a platoon role, and advanced righties are going to use his willingness to expand the bottom of the zone to pelt him with changeups below the level where he can do damage. After a disastrous start to 2024, Ortiz resuscitated his prospect status with a monster second half, but he’s repeating Double-A at age 23 and is mostly treading water. Despite some work in right field alongside first base, this is a profile with very strict limitations, and Ortiz needs to mash to reach a bench bat future.",,"sa3016926"
,29,"Tate Kuehner","MIL","MIRP","AAA",2027,"40","Med",,"24.65","6' 1""","195","L","L",2023,"Draft","MIL",72500,"Louisville","Kuehner was a swingman for basically all of his Louisville career, and became a $72,500 senior sign in 2023. He's been successfully developed as a starter, and had a strong 2024 full-season debut in which he reached Double-A and carried a 3.19 ERA across 104.1 innings. He's had a bit of a velo spike to start 2025, and the low-slot lefty slinger has been up to 96 while struggling with walks at Biloxi. Kuehner has the kind of deceptive cross-body delivery and low arm slot commonly found in big league bullpens. It aids his stuff in the classic, lefty-dousing way, allowing Kuehner's slider to be a plus weapon against them. His changeup, the pitch Kuehner commands most readily, has enough fade and tail to act as a bat-misser against righties. There's a potential starter's mix here but, historically, Kuehner's walk rates have lived in the 10-12% range, and since his promotion to Double-A, it's been more 14-17%. Slider command is most elusive for him, and a lot of them are nowhere near the zone, while some of them are piped. The Brewers and Kuehner have through 2026 (his 40-man platform year) to iron that out so that he can start. More often, funky low-slot guys like this tend to play a valuable big league role as a long reliever.",,"sa3023099"
,29,"Tyler Uberstine","BOS","MIRP","AAA",2026,"40","Low",,"26.3333333","6' 1""","200","R","R",2021,"Draft","BOS",97500,"Northwestern","Uberstine tried to walk on to the team at Southern Cal but didn't break onto a D-I roster until after an apprenticeship with former big leaguer Joe Beimel, who prolonged his pro career with Driveline Baseball's training methods. Once Ubersine was throwing hard enough to make a team, he went to Northwestern and became a late pick. He missed basically all of 2023 and 2024 due to a Tommy John, and is now having something of a breakout at age 26. 
The lower-slotted Uberstine has pitched well enough to be promoted from Portland to Worcester already this year. He's playing ""X Games"" with his stuff, mixing his changeup and breaking balls to criss-cross the zone and keep hitters guessing. His best pitches are the changeups he runs off the hips of left-handed hitters and back onto the corner. He's elevating his fastball for plus miss right now, but that pitch doesn't look like a plus big league offering to the eye. Here Uberstine is projected as a lower-leverage long reliever whose stuff plays best when hitters only get to see him once, and don't have multiple opportunities to adjust to his delivery and secondary-heavy style.",,"sa3017643"
,29,"Jared Spencer","TOR","SIRP",,2029,"40","Med",,"22.25","6' 3""","210","L","L",2025,"Draft","TOR",165000,"Texas","Senior transfer from Indiana State. Ideal pitcher's frame at a broad-shouldered 6-foot-3, three-quarters arm slot, fast arm, jerky motion. Primarily fastball/slider, fastball averages 95 (up from ISU days) with tail, sharp two-plane slider in the upper 80s. Added a changeup this year, low 80s with plus fade that plays off heater well. Command is all over the place, walk rate down from 13% to about 9% this year, but more of a relief look to the eye. Injured his shoulder in April and had surgery. Priority senior sign.",,"sa3042828"
,29,"Ethan Petry","WSN","1B","A",2029,"40","High",,"21.2888888","6' 4""","235","R","R",2025,"Draft","WSN",2090000,"South Carolina","Big brute strength. Thick-bodied, slugging-oriented offensive profile who has run high K totals in 2024, then cut his K% to 17% in a junior season shortened by a sprained shoulder. Was the strikeout reduction (Petry had fewer in-zone whiffs versus fastballs, too) a small sample mirage, or did he make an actual adjustment? Hand position at time of load seemed to change, not as low as last year. Still had some underlying miss and chase issues. Enormous kid with big all-fields power. Size might limit him to 1B/DH. Righty corner mashers like this typically go in the third round.",,"sa3039828"
,29,"Jair Camargo","MIN","C","MLB",2025,"40","High",,"26.25","5' 11""","210","R","R",2015,"J2","LAD",50000,"Colombia","Camargo was perhaps the most anonymous member of the Kenta Maeda/Brusdar Graterol runway-clearing deal, but he's turned into a big leaguer. The physical Colombian slashed .259/.323/.503 at Triple-A in 2023, but his output has plateaued across the last year and a half, and he's on the IL with a forearm sprain as of list publication. Camargo's arm strength is an important aspect of his profile as, when healthy, he pops 1.9 and below much of the time. He's worked to become not only a viable defensive catcher but a pretty good one. He isn't an especially mobile ball-blocker, but he's gotten pretty good at throwing his gut in front of the baseball, he has a great arm, and he's become a fair receiver. 
On offense, Camargo packs a wallop at the dish, but he's still far too chase prone to rely on as an offensive player with any kind of regularity. His bat speed is ridiculous, but his feel for contact isn't precise or skillful enough to tap into all that power. He has aspartame Jorge Alfaro ingredients and has put himself in position to be a power-over-hit backup.",,"21730"
,29,"Andrew Hoffmann","ARI","SIRP","MLB",2025,"40","Med",,"25.6638888","6' 5""","210","R","R",2021,"Draft","ATL",125000,"Illinois","After running aground in the Triple-A Omaha rotation as a slider-centric kitchen sink righty last July, Hoffman is now tracking as a single-inning changeup artist and was called up to the big leagues just before list publication. Now working exclusively out of the stretch, the former 12th-rounder has tamed some of the elaborate coiling movement from his stabby, drop-and-drive delivery. Even with his high arm slot, Hoffman’s four-seamer has good carry and gets on hitters with mid-90s velo that can now touch 97 mph in short bursts. But the biggest transformation for the current version of Hoffman is his mean, high-80s changeup, which has significantly more drop than the one he touted out of the rotation, and is driving a 33% strikeout rate over his first two months. The new arsenal has turned Hoffman into a reverse splits guy, especially as he struggles to locate his slider out of what looks like a higher arm slot.",,"29633"
,29,"Diego Velasquez","SFG","SS","AA",2027,"40","Med",1,"22","6' 1""","210","S","R",2021,"Intl15","SFG",1000000,"Venezuela","Velasquez has a strong contact track record for a switch-hitting infielder his age, and kept his strikeout rate under 20% again in 2024, as he slashed .288/.368/.384 and spent the last month and a half of the season at Double-A. Velasquez is best at making low-ball contact, a tendency he exhibits from both sides of the plate. He peppers both gaps with line drive contact as a lefty, and has an inside out style (sends fastballs oppo, pulls slower stuff) from the right side. Of squat, softer build, Velasquez lacks power projection, and his ceiling is likely capped in the utility infield area. On defense, Velasquez lacks range, but he makes up for it with great short-area skills and hands. He's crafty and finds a way to get the ball where it needs to be in time. It's going to be important for him to keep his body in check so he can retain what little range he currently has. So long as he can do that, he fits the bill as a roster's sixth infielder, a light-hitting contact bat with middle infield capability.",,"sa3016144"
,29,"Heriberto Rincon","NYM","CF","DSL",2030,"40","High",,"19.625","6' 1""","160","R","R",2023,"Intl15","NYM",150000,"Dominican Republic","Rincon is in his third DSL season but is clearly one of the toolsiest position player prospects on either of New York's rosters down there. The angular 19-year-old also has some of the best bat speed in the two-roster group. His swing is noisy and elaborate, with a multi-part set-up that can impact Rincon's timing, but he swings hard for his size and can mis-hit pitches with power to all fields. He runs well enough to continue to develop in center field and is a candidate to be promoted stateside this year, though Rincon is still mostly a toolsy, late-blooming sleeper.",,"sa3021238"
,29,"Skylar Hales","STL","SIRP","AAA",2026,"40","Med",,"23.9361111","6' 4""","220","R","R",2023,"Draft","TEX",565000,"Santa Clara","The raw ingredients of an athletic low-slot righty with high-90s heat and usable control of his secondaries is bound to coalesce into a medium-leverage righty specialist at some point. Hales has kept his walks in check at every level and has a strikeout rate just north of 31% at Double-A Frisco, this despite his four-seamer having pedestrian ride and his secondaries (which include some nascent efforts at a cutter and curve this year) generating a curious lack of chase. As shown by his extreme platoon splits thus far in 2025, Hales could be limited by vulnerability to lefties until either of these newer options develop. Hales is a tightly-wound athlete who has already touched 99 mph this year, and is an anti-lefty weapon away from being big league ready. That could make for a quick ascent or a slow boil.",,"sa3022739"
,29,"Aidan Foeller","LAD","SP","A+",2029,"40","High",,"23.5138888","6' 3""","220","R","R",2024,"Draft","LAD",147500,"Southern Illinois","Foeller spent three years at a Mississippi JUCO before transferring to Southern Illinois, and after one year there, he had offers from SEC schools hoping he'd transfer again. Instead, Foeller was motivated to play pro ball and signed for just under $150,000 in the 11th round. He has been something of a revelation early in 2025, as his stuff has taken a leap at Low-A Rancho. Foeller will sit 93-96 for as many as five innings at a time and reach back for the occasional 97. Even though his somewhat cross-bodied stride takes his line away from the plate a little bit, Foeller is still routinely generating seven feet of extension. He's also generating 19 inches of induced vertical break from a slightly lower-than-average release point, creating huge ride and uphill angle on his fastballs. This is already an impact pitch for Foeller and should spearhead a big league relief role in the event that his control and secondary pitches fail to develop very much. His uphill 89 mph cutter is new this spring and looks promising, while his low-80s slider is blunt and not especially nasty. There's time for Foeller to develop; he's 23 but has through the 2028 season to polish these things up before he even sniffs the 40-man. He's a nice project with a shot to pitch in a rotation and a realistic relief fallback.",,"sa3025616"
,29,"Caden Favors","CLE","SIRP","A+",2028,"40","Med",,"24.0888888","6' 3""","205","L","L",2024,"Draft","CLE",75000,"Wichita State","Favors' college career began at Seminole State, before Mike Pelfrey recruited him to Wichita as a walk-on. He spent two years in the Shockers bullpen before working as the Friday night starter in 2024, his senior season. Favors broke 2025 camp with an aggressive assignment to High-A and has struggled with walks in the Lake County rotation amid a two to three tick velo spike. Walks were not an issue for him in college, when Favors was only sitting 89, and now he's sitting closer to 92 and topping out at 96. Favors' vertical arm stroke hides the ball behind his body for a long time, and his heater has a little bit of natural cut. He can bury an overhand curveball in the dirt with plus-flashing depth. These two pitches comprise the foundation of an eventual lefty relief profile. Because he was relatively underdeveloped and dealt with a revolving door of coaches in college, it's worth it to deploy Favors as a starter for a while to see if he can develop another pitch or two.",,"sa3025446"
,29,"Émilien Pitre","TBR","2B","A+",2027,"40","Low",,"22.9916666","5' 11""","185","L","R",2024,"Draft","TBR",1520000,"Kentucky","Raised in a French-speaking suburb of Montreal, Pitre became the fourth-highest drafted Quebecer (Phillippe Aumont, taken 11th overall in 2007, is the highest) when the Rays took him in the second round in 2024. After riding the bench as a freshman, Pitre hit well for two years at Kentucky, with more walks than strikeouts in both seasons and a .301/.420/.519 line as a junior. Like most of college baseball, Pitre enjoyed a huge power uptick in 2024, hitting 10 of his 11 career homers. 
A compact-stroked, contact-oriented second baseman, Pitre has some pull power on the inner third of the plate, but otherwise tends to work the opposite field. He tracks pitches well and gently guides the barrel around the zone, willing to take what's given a lot of the time. Pitre's swing isn't especially athletic; it's very conservative in its style and might benefit from more lower body movement as a means of unlocking power. 
Pitre is a good second base defender who deserves a pro look at shortstop just to see if he can do it. If it turns out he can, it will be a little less important for him to access more power than he currently seems capable of. As a second base-only fit, he has a second-division ceiling. At shortstop, Pitre could be a Joey Wendle type.",,"sa3025391"
,29,"Nate George","BAL","CF","A+",2030,"40","High",1,"19.325","6' 0""","200","R","R",2024,"Draft","BAL",455000,"Minooka HS (FL)","George was committed to Northwest Florida State but instead signed for $455,000 as a 16th rounder. He's a smaller-framed, power-hitting outfield prospect whose top hand is very strong through contact. He showed up to 2025 camp having added a substantial amount of strength. He is similar to current Oregon State outfielder Gavin Turley when Turley was a high schooler. He has exciting power in a smaller package. George has cloudy hit tool projection because he didn't play a ton on the showcase circuit. He's a toolsy young sleeper toward the bottom of the system who had an ""arrow up"" spring on the backfields.",,"sa3067128"
,29,"Payton Green","MIA","SS","AA",2028,"40","Med",,"22.7055555","6' 3""","192","R","R",2024,"Draft","MIA",328800,"Georgia Tech","Green was drafted by Boston in 2021 but didn't sign, and instead went to North Carolina State for two years before transferring to Georgia Tech, where he had a power breakout in 2024 as a junior. Green has kept on trucking in pro ball and has a wRC+ approaching 130 at High-A Beloit at the midseason mark. His hitting hands have real verve, though his swing is fairly grooved and only dangerous when Green is getting extended on pitches middle-away. He has great feel for airborne, all-fields contact in that part of the zone, allowing him to get to oppo doubles power despite modest raw. 
Green isn't a great shortstop defender, but he does enough to keep playing there. His range and hands are below average, and his exchange around the bag is a little slow, but he has the pure arm strength to play there. Keeping him alive at shortstop is imperative; if Green moves to third base permanently, he lacks the plus offensive tool needed to profile there. Green is tracking like a good part-time, righty-hitting infielder in the Yu Chang mold.",,"sa3025195"
,29,"Levi Sterling","PIT","SP","A",2029,"40","Med",,"19.0805555","6' 5""","202","R","R",2024,"Draft","PIT",2510000,"Notre Dame HS (CA)","Sterling ranked 68th on our 2024 Draft Board and was seen as more of a projectable strike-thrower than a high-upside power pitcher, but the Pirates paid him like a late-first rounder ($2.5 million) and he signed rather than go to Texas. He's a skinny 6-foot-5 righty with a relatively advanced repertoire and an effortless delivery. 
For a pitcher his size, Sterling has a short, repeatable arm stroke, and he threw strikes at a 67% clip on the showcase circuit and during tracked varsity play in 2024. His fastball was in the upper 80s during the fall of 2023 with Team USA, then was more in the 92-93 mph range during his senior spring. Sterling's secondary pitches all have distinct shape and movement; he lives around the zone with them but lacks precise command. None of his secondary weapons are particularly nasty right now, and they require projecting on Sterling to throw everything at least a little harder in order to be so, but while he's tall, he isn't necessarily the high-end athlete for whom it's easy to do that sort of thing. He's a good prospect, but he's seen here as more of a low-variance backend starter type.",,"sa3066664"
,29,"Luichi Casilla","COL","SIRP","CPX",2028,"40","High",,"20.7638888","6' 2""","200","L","L",2022,"Intl15","COL",160000,"Dominican Republic","A high-waisted, bubble-butted southpaw with a rectangular frame, Casilla was one of the more exciting pop-up arms of early 2024 backfield action, as the teenage lefty's fastball was routinely in the 95-98 mph range, and he flashed a nasty two-planed breaking ball. Frustratingly hittable and wild, he posted a 32.9% K% and 16.2% BB% in 12 regular season appearances, then Casilla seemed to get hurt during Instructional League activity toward the end of September. The exact severity of the injury is unclear, but it looked pretty bad. His fastball angle and shape cause it to play beneath its velocity, his command dilutes the effectiveness of his entire repertoire, and he needs to develop a third pitch in order to start, but Casilla's arm strength and breaking ball quality are a great starting point for a young pitcher. If his injury was bad enough to cost him a portion of 2025, it will funnel him further toward a reliever future, though he has late-inning upside in that role.","1AUuPGtCVoI","sa3018332"
,29,"Ryan Hall","DET","SP",,2031,"35+","High",,"18.4888888","6' 1""","175","R","R",2025,"Draft","DET",997500,"North Gwinnett HS (GA)","Senior pop up arm to a degree as he averaged 88 on the showcase circuit then was comfortably in the low-90s as a senior. Arm slot seemed to drop a tad the following spring but his velo was up. Biting two-planed slider in the low-80s is frequently average, can turn over a changeup pretty wellfor his age. Nothing plus but well-rounded high school starter with shot to have at least three average offerings and deal sufficiently with lefties.",,
,29,"Luis Maracara","SDP","SP","CPX",2029,"35+","Med",,"18.1166666","6' 1""","175","R","R",2024,"Intl15","SDP",10000,"Venezuela","Maracara is the youngest domestic complex-level player across all of baseball and won't turn 18 until August 19. In last year's DSL, he posted strong, starter-quality peripherals (27.1% K%, 8.3% BB%) across 45.1 innings. He's struggling with walks so far in 2025, but he has an athletic (if undersized) build and an aesthetically pleasing delivery, and he hides the ball well. He'll work in the 89-91 mph range with downhill angle. Maracara threw more curveballs than changeups in 2024 but the latter is his better pitch, flashing above-average tumble and fade. The arc of his curveball, which is often 73-74 mph, is aided by his high release, but that pitch needs more power. He's a deep projection prospect with a shot to start.",,"sa3024260"
,29,"Andrew Taylor","HOU","MIRP","A+",2026,"35+","High",,"24.0222222","6' 5""","200","R","R",2022,"Draft","HOU",807200,"Central Michigan","The Astros dropped over $800,000 to grab Taylor at the back of the second comp round in 2022, and after elbow issues cost him most of last year and slightly delayed his start to this season, it’s easy to argue the spindly 6-foot-5 right-hander hasn't had enough runway to develop as a starter. But he already sort of pitches like a reliever, using his high-slot, 20-inch IVB four-seamer nearly 70% of the time, and he has a high-maintenance, super-rotational delivery that has driven strike-throwing issues. Taylor is sitting 90-93 at present but has flashed 95 mph this year, and if he develops a more consistent downer breaking ball, it would really tie a single-inning reliever profile together.",,"sa3020873"
,29,"Will Sanders","CHC","SP","AAA",2026,"35+","Low",,"23.5027777","6' 6""","208","R","R",2023,"Draft","CHC",600000,"South Carolina","Sanders had a down 2023 junior spring at South Carolina because of an injury to his knee and lower fibula that caused him pain during the season, even before he was shut down for most of May and after the draft. His 2024 pro debut came with an assignment to High-A South Bend, where Sanders has looked like he did in college, a spot starter or backend guy. He made 23 starts, pitched 96.2 total innings (exceeding five innings in just two starts all year) and posted a 4.66 ERA. Sanders' command is important to his success because he has a below-average fastball with mediocre velocity and movement. He can get ahead of hitters by landing his breaking balls for strikes, and Sanders uses his changeup as an action pitch in the zone to garner weak contact early in counts. His walk rate in 2024 (10.3% prior to a one-start promotion to Tennessee) was pretty disappointing and needs to improve if he is going to be a true no. 5 starter. The Cubs tend to shorten the arm actions of their pitching prospects, which hasn't happened yet with Sanders. His size and the ease of his delivery should at least help him eating innings. Here he's evaluated as a future spot starter.",,"sa3023508"
,29,"Cameron Millar","KCR","SP",,2031,"35+","High",,"18.4055555","6' 2""","200","R","R",2025,"Draft","KCR",1500000,"Alhambra HS (CA)",,,
,29,"Blake Larson","CHW","SP",,2029,"35+","High",,"19.6222222","6' 2""","180","L","L",2024,"Draft","CHW",1397500,"IMG Academy (FL)","Larson was at Southeast Polk in Iowa for two years before he transferred to IMG so he'd be easier to scout; it took just shy of $1.4 million to sign him away from a TCU commitment. He's a projectable low-slot lefty with erratic command of a 93-95 mph fastball. His slider flashes plus and has slurve shape, a death-to-lefties type of breaking ball. At the time he was drafted, he lacked any modicum of feel for his upper-80s changeup, and Larson needs to polish his feel for release pretty substantially, but he has a plus frame, above-average arm strength, and great breaking ball potential. Those are the typical traits of a low-seven-figures dev project. He had Tommy John in February and will see his first pro action in 2026.",,
,29,"Yeferson Vargas","LAA","SIRP","A+",2029,"35+","High",,"21.1583333","5' 10""","177","R","R",2023,"Intl15","BOS",10000,"Dominican Republic","Vargas is a stout, six foot righty who cut his walks substantially in 2024 compared to 2023, while also enjoying a two- or three-tick velocity spike. Vargas' fastball averaged 92-93 mph in 2023 and a scout who saw him earlier this spring had him sitting 93-95, but when I saw him in June (before he became the youngest part of the Luis Garcia deal), he held 95-96 and touched 98 across three innings of work. Vargas also has a snappy curveball in the 81-84 mph range that flashes plus. At his size, he's perhaps more likely to be a reliever, but he made a ton of progress in the last year, especially in the strike-throwing department. Vargas is a young, hard-throwing (likely) relief prospect with a good two-pitch foundation.",,"sa3021044"
,29,"Jirvin Morillo","CIN","C","CPX",2030,"35+","Med",,"18.725","5' 11""","177","S","R",2024,"Intl15","CIN",420000,"Venezuela","Morillo is a well-built, medium framed catcher who slashed .254/.442/.447 in his first pro season in last year's DSL. He is not listed on my Reds AZ extended spring training roster, so unless he was added to the domestic reserve list late, he's ticketed for another DSL season. Morillo has a lovely, easy left-handed swing. He's compact and has solid average barrel feel, he's adept at covering the top of the strike zone, and he hits the baseball pretty hard for his age. Though he's a work-in-progress on defense and lacks typical big league catcher size right now, Morillo's athleticism gives him favorable projection behind the plate. A quick exchange helps his average arm play up. He's a switch-hitting up-the-middle player with advanced contact feel, and a good DSL prospect to monitor this year.",,"sa3023751"
,29,"Luis Serna","NYY","SP","A",2027,"35+","Low",,"21.1972222","5' 11""","162","R","R",2021,"Intl15","NYY",50000,"Mexico","Serna is an athletic, undersized righty who has struggled to leave the lower minors due to injuries. He suffered a shoulder injury in 2023 that limited him to just shy of 20 innings, and his 2024 ended on the full-season injured list due to elbow inflammation. Serna's low-90s fastball is very vulnerable to extra-base contact because of its lack of movement, but his secondary pitches are great. His 80 mph changeup has an amazing amount of tailing action and can get a whiff even when it finishes on the plate. He can vary the shape and speed of his slider and curveball, which aren't as nasty as Serna's changeup but survive thanks to his advanced command. He may end up as a long reliever because Serna is small, he hasn't demonstrated durability, and he needs to pitch backwards a lot of the time to shelter his fastball. The 2025 season is his 40-man evaluation year, so the Yankees might push him from Hudson Valley to Somerset at some point as a stress test for his stuff. Here he's evaluated as a low-leverage long reliever.",,"sa3016528"
,29,"Elison Joseph","ATL","SIRP","AA",2027,"35+","High",,"24.6861111","6' 0""","180","R","R",2019,"J2","ATL",10000,"Dominican Republic","Joseph is a hard-throwing Dominican righty with some of the best arm strength in the Braves system. He ended the 2024 season at Double-A Mississippi and posted a combined 2.04 ERA and 34.1% strikeout rate, but he wasn't put on the 40-man and went unselected in the Rule 5 Draft because of how wild he is. 
So inconsistent is Joseph's release point that, as I noted last year, his nickname could be Elison ""Jesus, Mary and"" Joseph, which is what I found myself muttering watching his catchers constantly sprint to the backstop to retrieve an errant pitch. But if things click for Joseph, he's going to be a high-leverage reliever. His fastball averaged 97 mph and has plus vertical break from a lower-than-average release point. He tends to use it as a finishing pitch because Joseph struggles to locate it in the zone and threw it for strikes just 56% of the time last year. His slider, an 85-88 mph mixed bag of some true sliders and lots that have more cutter-y shape, is his most-used pitch. Joseph's delivery isn't violent or messy, he simply lacks tactile feel for release. If he can find even 40-grade control, he's going to be a great weapon. He'll likely begin his major league career in an up/down capacity and root himself into a more consistent role if he can throw strikes in front of the big league manager.",,"sa3015306"
,29,"Juan Amarante","PHI","SIRP","A",2027,"35+","Low",,"21.4638888","5' 10""","180","L","L",2021,"Intl15","PIT",,"Venezuela","Amarante originally signed with the Pirates but never threw a pitch for their org; about six months later, he was cut loose and signed with Philly. He spent two years in the DSL and the first chunk of 2024 with the complex affiliate before a late-July promotion to Low-A. Amarante commands a really great two-plane curveball, which should spearhead a lefty specialist future for him, especially if he sees a velo boost out of the bullpen.",,"sa3019048"
,29,"Gleider Figueroa","TEX","3B","A+",2027,"35+","High",,"21.2611111","6' 0""","215","L","R",2021,"Intl15","TEX",80000,"Dominican Republic","Figueroa has a very entertaining lefty uppercut swing that generates big pull power for a hitter his age. His physicality enabled him to hit for power in rookie and A-ball, and he hit 20 homers in 2024 even as the cracks in his offensive profile, which have been lurking the entire time, began to show. He hit .130 versus breakers in 2024, and though that has improved somewhat so far in 2025, Figueroa is still pulling off a ton of pitches away from him, and is striking out at a 29% clip after a 27% mark last year.
Figueroa is going to have to keep his build in check to remain at third base. He has the arm to play there, but the plays he tries to make tend to unfold too slowly and result in superfluous bang-bang plays at first base. A 1B/3B defensive combo probably keeps Figueroa on the roster as a part-time corner slugger if he can continue to improve his defense. His contact issues will probably prevent him from being an everyday player.",,"sa3015813"
