Top 100,Org Rk,Name,Org,Pos,Current Level,ETA,FV,Risk,Trend,Age,Ht,Wt,B,T,Sign Yr,Sign Mkt,Sign Org,Bonus,Signed From,Report,Video,PlayerId
,27,"Yerlin Rodriguez","MIL","SIRP","A+",2025,"40","Med",,"22.6388888","6' 2""","172","R","R",2019,"J2","MIL",,"Dominican Republic","An athletic, relief-only righty who K'd 10/9 IP in Low-A last year, Rodriguez's fastball averages 96-97 mph and some of his mid-80s sliders are plus. Yerlin's athletic drop-and-drive delivery helps his fastball play as a bat-misser, but his lack of feel for location often prevents him from living in effective fastball locations. He has slam dunk middle-inning stuff right now at age 22 and remains somewhat projectable. Rodriguez checks some visual scouting boxes (mechanics and athleticism), as well as some data-oriented ones (slider movement) besides just his arm strength. He's also a relief-only A-ball arm, so I'm not going too crazy running Yerlin up this list even though he's clearly a good prospect. The 2024 season is his 40-man eval year, so it's possible Milwaukee will promote him a little more aggressively. If he pitches well, he could debut in 2025.",,"sa3015362"
,27,"Tyler Stuart","WSN","SP","AA",2025,"40","Low",,"25.0944444","6' 9""","250","R","R",2022,"Draft","NYM",220000,"Southern Mississippi","Stuart is a strike-throwing behemoth who has kept his walk rates down in the 2.5 per 9 IP range since entering pro ball. He's now accumulated 14 efficient Double-A starts and is marching toward a post-2025 40-man add. Stuart's stuff isn't dominant and he probably needs to find a better changeup or split to avoid an eventual bulk relief role, but his durability and command give him a really high floor. He is mostly going to live in the low 90s with both a two- and four-seamer while commanding an average slider to his glove side. His ability to vary his fastball shape helps keep him off the barrel and is a big reason why he's run groundball rates around 50%. He's a low-variance sixth starter type.",,"sa3020264"
,27,"Noah Dean","BOS","SIRP","AA",2026,"40","High",,"23.6722222","6' 2""","215","L","L",2022,"Draft","BOS",322500,"Old Dominion","Dean would typically sit 93-96 with big carry out of the bullpen in college, but the Red Sox have been developing him as a starter for the last two seasons. That didn't go so well in Dean's first pro season, as he sat just 92 mph and walked a batter per inning at Low-A Salem. He's back there again in 2024 and the Sox have totally overhauled his delivery. He now has a cross-bodied stride and three-quarters arm slot more typical of a nasty lefty reliever, and his arm strength has rebounded in a big way. The new delivery has also aided in the playability of Dean's breaking ball, a big 82-85 mph bender that starts in the lefty batter's box and finishes over the plate. His cambio now lacks the sinking finish it had at peak, but it might rebound as Dean gets feel for his new mechanics. It's possible I'm underappreciating how big a velo boost Dean would have if he actually moved to the bullpen, and if that's true, I'm underselling his ceiling here. But he's throwing with a lot of effort right now and I think he'd hold in this range were he 'penned. He looks like a good lefty reliever.",,"sa3020740"
,27,"Brandon Winokur","MIN","3B","A+",2028,"40","High",,"19.9055555","6' 5""","210","R","R",2023,"Draft","MIN",1500000,"Edison HS (CA)","Winokur signed for $1.5 million as a power projection prospect with hit tool risk in the third round of the 2023 draft. He's played several positions during his first full pro season, including center field, though he had only played the infield in the last month or so leading up to this update. Winokur had amateur experience at shortstop and in center but he was projected to either right field or third base in pro ball given his prodigious size. He has plenty of arm for the left side of the infield and is surprisingly rangy for a guy his size, but he isn't a great bender, and especially as he fills out, Winokur is basically a lock to move to a corner. This is where Winokur's strikeout issues begin to loom large. While he's shown all-fields power in Fort Myers and has even flashed an ability to square up fastballs around his hands (a rarity for such a long-levered hitter), Winokur is struggling to recognize spin and has a 17% swinging strike rate as of list publication. There are a handful of big leaguers who whiff about that much (Nick Castellanos, Nolan Gorman), but Winokur is doing it in A-ball. He's a high-variance corner prospect with big time tools.",,"sa3022613"
,27,"Javier Mogollon","CHW","2B","A",2028,"35+","Med",,"19.0305555","5' 8""","160","R","R",2023,"Intl15","CHW",75000,"Venezuela","Mogollon is a compact second baseman who had one of the more statistically impressive 2023 seasons in the DSL, as he clubbed 10 homers and slashed a nutty .315/.417/.582. He makes consistent, flush, airborne contact by virtue of his feel for the barrel and consistent hitter's timing. Landlocked at second base due to poor arm strength, Mogollon is going to have to hit enough to be an everyday second baseman because he probably won't be a versatile defender. Because he's so short and lacks big long-term power projection, he'll have to sustain the plus rates of contact he made in the DSL to keep that projection in play. The diminutive Mogollon will be one of our more important 2024 extended spring training evals to see if he has the athletic verve to compete with big league athletes as he matures.",,"sa3021855"
,27,"Brendan Beck","NYY","SP","AAA",2025,"35+","Low",,"26.1","6' 2""","205","R","R",2021,"Draft","NYY",1050000,"Stanford","The younger brother of Giants swingman Tristan Beck, Brendan was an ultra-efficient five-pitch starter at Stanford who signed for just over $1 million as a second round pick in 2021. A Tommy John late in 2021 cost him all of 2022 and the first chunk of 2023, after which Beck's trademark pitchability allowed him to dominate second half Sally League hitters. It's possible that the Yankees can do with Beck what has been done with Shane Bieber and Tanner Bibbee: take a soft-tosser with special command and help him throw harder. That hasn't happened yet, and Beck was sitting his usual 90-92 mph coming out of TJ rehab. His slider will likely play as an impact pitch because of his command, but the rest of Beck's stuff is pretty light, and he may be homer-prone against big league power. His curveball and (less often) his changeup are both easy out-of-hand IDs due to release variation, which I expect will get better the further Beck gets from his TJ. Beck's superlative control makes him a high-floored starting pitching prospect, and if he only ever sits 90-92, he fits as a sixth or seventh starter.",,"sa3020680"
,27,"Erick Matos","OAK","SP","DSL",2030,"35+","High",,"17.8111111","6' 4""","190","R","R",2024,"Intl15","OAK",700000,"Cuba","International scouts see Matos as one of the more projectable pitchers in the 2024 signing class. He's already been up to 93 mph and, at 6-foot-4, could grow into big time arm strength over time. Matos is still searching for a good breaking ball. His fans think he'll eventually have a really hard slider that lives off velo rather than movement. One scout has also seen Matos throw a splitter and thinks he might become a mid-90s fastball/splitter bully like Alex Cobb or Taijuan Walker. Whether the A's, who signed him $700,000, can tease out a plus secondary pitch remains to be seen; lots of other teams would have loved the chance.",,"sa3024094"
,27,"Ryan Lobus","TEX","MIRP","AA",2026,"35+","Med",,"24.1777777","6' 2""","180","R","R",2023,"UDFA","TEX",20000,"Mercer","Lobus has been a nice undrafted find and has a WHIP just a hair over 1.00 at High-A so far this season. He has solid velocity for a sidearmer, sitting 90-93 with tail. He peppers the glove side of the plate with cutters that finish near the top of the zone and sliders that finish in the dirt. Righties struggle to parse his fastball and slider from one another out of hand, and Lobus locates well. He tries to crowd lefties with cutters. Lobus has a really great chance to be a low-leverage long reliever because of his funk and command.",,"sa3022744"
,27,"Griff McGarry","PHI","SIRP","AAA",2025,"35+","High",,"25.4277777","6' 2""","190","R","R",2021,"Draft","PHI",322500,"Virginia","McGarry had a rough 2023 and was ultimately put on the Developmental List and shut down in September because he was struggling so badly at Triple-A. His stuff regressed, and by the end of 2023, he was throwing two ticks slower than in 2022. McGarry has been a plus stuff guy with 30-grade command since college. For a stretch in 2022, it looked liked his pitch mix would be so good that he'd find a way to be a late-inning weapon relatively soon, but instead he regressed. There's still a righty-thwarting fastball/slider combo here; the pure movement of McGarry's slider is comfortably plus. Was his 2023 dip the start of a broader downward trend, or just an anomaly? Either way, McGarry is going on 25 and has never thrown strikes. Past hoping things will click, I'd settle instead for McGarry's stuff bouncing back enough for him to be an inefficient middle reliever. The 2024 season is McGarry's 40-man evaluation year. Considering the way his 2023 ended and that he's months away from potentially being available via the Rule 5 draft, this FV grade is probably a half tick better than McGarry's real-world value at this stage.",,"sa3017130"
,27,"Justin Campbell","CLE","SP",,2026,"35+","High",,"23.7444444","6' 7""","219","R","R",2022,"Draft","CLE",1700000,"Oklahoma State","Campbell could have easily been in the Black Box Pitching group of this year’s Picks to Click. The graceful 6-foot-7 righty was Cleveland’s 2022 first rounder, but he has yet to throw a pro pitch at an affiliate because he was shut down post-draft and then had surgery in May 2023 to relieve pressure on his ulnar nerve. Now he's rumored to be undergoing Tommy John in the spring of 2024, which would shelve him for yet another season. 
Campbell had premium extension/approach angle traits, a plus changeup, and a starter-worthy command foundation when he was drafted, characteristics that have him primed to explode if he can reach and maintain greater velocity in pro ball, which is becoming more common for college arms. Oklahoma State has also not been very good at maxing out their pitchers while Cleveland has. The crux of Campbell's projection in this area is his size. At a graceful 6-foot-7, Campbell releases the ball right on top of hitters, and he still has room to fill out and maybe throw harder. His low-90s fastball (which peaks in the 95-97 mph range) has riding life at the letters, he can turn over an above-average changeup even from his high slot, and he can create vertical depth on a pretty vanilla low-80s slider. If he can throw harder, he'll probably end up having more of a power, mid-80s breaker. 
Now we'll be waiting until 2025 to see him. There's a gap between Campbell's healthy projection (which was that of a 45 FV player) and his present trade value (this grade), which is impacted by multiple years of severe injury. Campbell is impossible to evaluate and so is tough to ""value"" as if he were part of trade discussions, but because his stuff has been all elbow while Daniel Espino's issues have been more varied and have involved his shoulder, there's a gap between those two otherwise very talented fellows here.","kiHeNQqPbDU",
,27,"Adam Zebrowski","ATL","C","AAA",2025,"35+","High",,"24.1222222","6' 0""","230","R","R",2021,"Draft","ATL",125000,"St. John Fisher","Zebrowski is repeating High-A to start 2024 after he slashed .203/.307/.376 with a 90 wRC+ there in 2023. This is the sort of prospect you want to stay on for a while even when there isn't great surface-level performance, as Zebrowski is a Division-III draftee with just two full pro seasons under his belt and overt big league physicality. Zebrowski is extremely strong and has rare power for a catcher. His raw pop is comfortably plus, and even though he's likely to end up with a hit tool that's way below average, he presents viable offensive ability for a catcher. 
Zebrowski is a soundly below-average defender right now, but he's not so bad as to be considered 1B/DH-only just yet, and he's gotten better during the last year. His throwing accuracy and the pace of his exchange have improved substantially, and he's hosing a high percentage of would-be base stealers as of list publication even though his pop times are in the 45- and 50-grade range most of the time. Braves fans are familiar with the relatively low rate of actualization for developmental catchers like this (Alex Jackson, Brett Cumberland, Drew Lugbauer, etc.), but once in a while you get an Evan Gattis. Zebrowski is a developmental flier of this sort.",,"sa3017221"
,27,"Will Wagner","TOR","3B","MLB",2025,"35+","Low",,"26.2861111","5' 11""","210","L","R",2021,"Draft","HOU",50000,"Liberty","Wagner missed significant time in 2023 due to a hamate injury that ultimately required surgery, but prior to that, he slashed .337/.420/.518 over 286 plate appearances split primarily between Double- and Triple-A. We think he can hit, just not enough to be a slam dunk everyday second baseman, and he lacks the defensive versatility to play a utility role. Wagner hits out of a square, balanced setup, with a quick, compact stroke that he uses to spray contact to all fields. He’s limited his strikeouts to 18% in pro ball while drawing walks 13.5% of the time. Wagner has moved around the dirt as a professional, with second base clearly being where he has the best defensive chops; he doesn't have the arm to play the left side of the infield. We like Wagner as an above-replacement player and a high-priority upper-level depth option.",,"29634"
,27,"Carlos Tavera","BAL","MIRP","AAA",2025,"35+","Med",,"26.1","6' 1""","195","R","R",2021,"Draft","BAL",375000,"UT Arlington","Tavera threw strikes in college, but he's been walk-prone in pro ball as he throws with greater velocity and seemingly more and more effort. Synergy Sports has his average fastball velocity at 91 mph prior to the 2021 draft, but after he began sitting 93-94 almost immediately and has stayed there as he's has climbed the minors. Recently promoted to Norfolk, Tavera was moved to the bullpen this year but is still working multiple innings at a time. Tavera's fastball has above-average carry in addition to its new-ish velocity, but his money pitch is a dastardly high-spin changeup with screwball tailing action. He's added an upper-80s cutter this season and it's quickly become better than his low-80s slider, though part of Tavera's game is creating an element of unpredictability by mixing all of his pitches. His command is pretty rough — this is the kind of guy who can just not have it on any given night and implode — so we have Tavera evaluated in up/down bulk relief.",,"sa3017536"
,27,"Luis Suisbel","SEA","1B","A+",2028,"35+","High",,"21.4694444","6' 1""","190","S","R",2019,"Intl15","SEA",350000,"Venezuela","Suisbel signed in July of 2019, so his pro career didn't get underway until 2021. He then spent two years in the DSL, putting him well behind the developmental curve. As he's trudged to Low-A Modesto, where he's been so far in 2024, Suisbel has struck out at a nearly 30% clip at each level but still produced above-average overall offense because of his prodigious power. Switch-hitters who are this dangerous from both sides of the plate do not grow on trees, and while both of Suisbel's swings are grooved in the middle of the zone with basically no precision or variability, his swing is geared for big loft and does huge damage on the pitches he runs into. Suisbel is probably never going to have an average hit tool, but I think the circumstances surrounding his delayed pro debut leave room for some late projection, enough to forecast him as a dangerous bench bat.",,"sa3016717"
,27,"Trei Cruz","DET","CF","AAA",2024,"35+","Low",,"26.3527777","6' 1""","205","S","R",2020,"Draft","DET",900000,"Rice","In addition to his multi-positional infield duties, Cruz began playing center field in 2023 and he's taken to it quickly. He now has pretty special defensive versatility, he swings hard enough from both sides of the plate to run into the occasional extra-base hit, and he can handle the bat in bunt situations. These skills will likely make him a back-of-the-roster utilityman, but I worry Cruz's lack of bat-to-ball ability will make it tough for him to be much more than that. He did hit a career-high 14 homers in 2023, and he's super patient (he posts walk rates north of 15% every year), but he lacks barrel feel and is the sort of guy who hits .190 or so. If the Tigers suffer a rash of injuries at up-the-middle positions, then Cruz will debut in 2024.",,"sa3014420"
,27,"Kai-Wei Teng","SFG","SIRP","MLB",2024,"35+","Med",,"25.9472222","6' 4""","260","R","R",2017,"J2","MIN",500000,"Taiwan","Teng was signed by the Twins and traded as part of the 2019 Sam Dyson deal. He has slowly marched to the big leagues as a four-pitch starter prospect, but his lack of athleticism and issues with walks made him more likely to be a big league reliever. That seems to have happened as Teng made the Giants' big league roster out of 2024 camp but has since been optioned, as is his probable destiny. In his early 2024 relief outings, his repertoire has been pared down to sinkers and sliders. Teng will reach back for the occasional 96, but tends to sit a few ticks below that as a starter. His mid-80s slider is tough to spot out of hand and generated a 46% miss rate in 2023. As a starter, Teng also threw a fair number of changeups and curveballs, but those are probably going to be rare show-me pitches if he ends up staying in the bullpen in perpetuity.",,"24282"
,27,"Raimy Rodriguez","HOU","MIRP","A",2027,"35+","High",,"19.3222222","6' 1""","185","R","R",2022,"Intl15","HOU",,"Dominican Republic","Rodriguez threw 31.2 frames between the DSL and FCL in 2023; he struck out 31.3% of the batters he faced but also had a 17% walk rate. His low three-quarters arm slot produces significant lateral action on his 90-95 mph fastball and often gets in the kitchen of right-handed hitters. He throws a 80-84 mph breaking ball that is prone to showing several different shapes because his arm is frequently late, but the best ones have three-quarter shape with two-plane break. His 84-88 mph changeup shows big fading action with sudden depth that slips under opposing hitters bats. The pitch will flash true plus action, but he’s landing it in the zone less than 20% of the time this season and it essentially serves as a pure chase offering at present. Raimy has a loose, quick arm and it's easy to project future velocity gains for him. Even though Rodriguez lacks the strike-throwing ability to hold down a starter role long-term, he has the pure stuff to project as a multi-inning reliever because of his repertoire depth. If he can hone his command, he'll be a valuable part of a pitching staff. If he can't, he'll be limited to lower-leverage situations.",,"sa3018326"
,27,"Cole Mathis","CHC","1B",,2027,"35+","Low",,"21.2972222","6' 1""","210","R","R",2024,"Draft","CHC",1680000,"College of Charleston","A super passive righty-hitting first baseman. Two-way player until 2024. Has some of the better bat-to-ball data among college hitters. Not especially explosive, especially for a first baseman. Passive at the dish; swung at only 56% of pitches right down the middle of the plate in 2024 (college average 73%). Low-ceiling contact bat who needs to get stronger on a pro weight program.",,
,27,"Alex Ramírez","NYM","RF","",2025,"35+","High",,"21.8305555","6' 3""","175","R","R",2019,"J2","NYM",2050000,"Dominican Republic","Ramírez hit .240/.316/.354 in 174 High-A games across 2022 and 2023, but was still promoted to Binghamton to start 2024. He's off to a better start there, but his issues (a noisy swing that takes a long time to wind up and produce his otherwise impressive bat speed) remain, and he's struggling to elevate and pull fastballs. He's still just the age of a college draft prospect and Ramírez has some physical abilities that merit keeping him alive as a prospect for a while longer, but the time when we could expect that he'd be a meaningful part of the Mets' future has passed. He needs to develop as a center field defender to give himself the best chance of playing a major league role.","8u-cBOEpR_M","sa3014695"
,27,"Leonardo Taveras","STL","SIRP","",2025,"35+","High",,"26.1805555","6' 5""","190","R","R",2016,"J2","STL",,"Dominican Republic","Taveras has a lean, athletic, high-waisted build and throws from a high three-quarters slot. His 2023 season was off to a very optimistic start before ending after only 20.1 innings when he tested positive for Clomiphene, a banned PED, and was slapped with an 80-game suspension. So far in 2024, he's continued his strikeout- and walk-heavy performance at Double-A Springfield. His fastball sits between 95-99 mph and will touch triple digits on occasion. His enormous frame creates downhill angle and he generates solid backspin on his four-seamer, which produces additional carry through the zone. His slider has huge depth, will also flash a horizontal plane on occasion, and has powerful bite. Taveras’ arm is consistently late and he has a pronounced head whack prior to release; both traits greatly hinder his ability to consistently be in the zone with either offering. Taveras has loud enough stuff to miss bats at a high rate but ultimately won’t see consistent work in leverage situations due to his unstable strike-throwing ability.",,"sa3002934"
,28,"Aidan Smith","TBR","CF","A+",2028,"40","High",,"20.3027777","6' 3""","190","R","R",2023,"Draft","SEA",1200000,"Lovejoy HS (TX)","Smith got a cool $1.2 million as Seattle's 2023 fourth rounder. He's an above-average athlete with above-average physical projection and super loose hitting hands but a significant lack of barrel feel. He has the prototypical high-waisted, tapered outfielder frame, and Smith has the speed to develop in center field. Smith's lever length caused him to inside-out more pitches than he should as an amateur, but the Mariners seem to have helped him with this. He's able to pull the ball more now but still lacks good feel for contact. It's tough to see an average hit tool here, and Smith's game power will probably play down as a result. He's an athletic extra outfield prospect.",,"sa3022611"
,28,"Carlos Sanchez","CIN","3B","A+",2027,"40","High",,"19.8333333","6' 0""","177","L","R",2022,"Intl15","CIN",70000,"Dominican Republic","After a strange but promising .355/.505/.442 line in the 2022 DSL, Sanchez was impressive on the backfields in 2023 before his ability to make contact cratered after his promotion to full-season ball. Sanchez's swing is long and vulnerable at the top of the zone, but he's a physical lefty stick who can play all over the diamond. The multi-positional youngster has feel for both the strike zone and oppo contact when he isn't swinging underneath good velocity. There was a moment during 2023 spring training when scouts coming out of Goodyear indicated they thought Sanchez had a chance to develop into an everyday guy, but he looks much more likely to be a utilityman to me, especially after his 2023 bat-to-ball performance.",,"sa3018465"
,28,"Daniel Eagen","ARI","SP",,2027,"40","High",,"21.9694444","6' 4""","205","R","R",2024,"Draft","ARI",650000,"Presbyterian","Well-built 6-foot-4 righty with mid-90s fastball and two breaking balls. Pitched sparingly as an underclassman due to injuries and wasn't great when he did. Big velo boost in his draft year, now sitting 93-95. Higher release creates downhill dilution of his fastball but adds depth to low-80s curveball, Eagen's best breaking ball. Small school dev project with arm strength and up-pointing arrow in 2024.",,
,28,"Brady Smith","LAD","SP",,2028,"40","Med",,"19.7916666","6' 2""","170","R","R",2023,"Draft","LAD",703000,"Grainger HS (TN)","Smith is a medium-framed prospect with medium present velocity, but he checks a lot of other visual scouting boxes, especially his athleticism and natural breaking ball quality. Because of his size, it's a little less likely that he adds significant velocity as a pro. He worked with a fastball, curveball, and changeup at the 2023 Draft Combine, and I thought he was one of the better all-around arms there. He'll sit in the low 90s and the carry on his fastball pairs nicely with the vertical arc of his curve. You can project on the changeup because of Smith's athleticism and arm speed. There are lots of starter traits here, and this report reads an awful lot like Payton Martin's from last year. I put a $1.5 million bonus eval on Smith before the 2023 draft and the Dodgers got him done for $700,000. He didn't pitch after he signed. If he's had an unexpected velo spike the way Martin did, he'll climb the list. As he's currently situated, Smith is more like a secondary-heavy backend starter.",,
,28,"Andres Valor","MIA","CF","A",2028,"40","High",,"19.0111111","6' 3""","180","R","R",2023,"Intl15","MIA",520000,"Venezuela","Valor has a prototypical right fielder's build and long-term power projection. At a strapping 6-foot-3, he stands a chance to grow into plus raw power at maturity. Though he's still mostly playing center field on the Jupiter complex in 2024, all of that strength will likely come with a move to a corner outfield spot. Valor's hit tool will then need to outperform expectations if he's going to be an impact big leaguer. He struck out at a 24.1% clip in the 2023 DSL and was punching out a third of the time on the domestic complex as of list publication. His hands trigger a little late and he ends up underneath a lot of fastballs. This might be remedied as he gets stronger. If one is inclined to compare teenage outfield prospects in pro ball to same-aged draft prospects, then Valor fits more in line with a late second rounder who gets about $1.2 million.",,"sa3021278"
,28,"Carlos Castillo","PIT","SP","A+",2028,"40","High",,"18.7722222","6' 1""","165","R","R",2023,"Intl15","PIT",,"Venezuela","Castillo is an 18-year-old right-hander with a slight, underdeveloped frame that has plenty of room to project on. Along with the frame, Castillo has a loose, easy arm action that will likely enable significant velocity gains as his body continues to mature. He throws a sinker and a four-seamer that both range from 91-95 mph, but he leans a lot more on the two-seamer, which has solid tail and sinking action and has averaged 16.3 inches of horizontal break in 2024. His four-seamer doesn’t have outlier life, but when it’s up in the zone, it sneaks up on batters because of the angle that his release point creates. Castillo’s 80-84 mph breaking ball is a two-plane bender with plus spin that has varying amounts of depth because of his tendency to get on the side of it. His 85-88 mph changeup is prone to showing minimal to no action, but it will flash enough depth to slip under bats. This is an arm to keep tabs on because of Castillo’s high degree of projectability, even though his stuff reads like that of an up/down emergency starter type right now.",,"sa3021500"
,28,"Mason Albright","COL","SP","AAA",2026,"40","Med",,"21.9611111","6' 0""","190","L","L",2021,"Draft","LAA",1250000,"IMG Academy","The Angels spent most of their all-pitcher 2021 draft selecting college arms, many of whom came in under slot. This allowed them to take a late, $1.25 million flier on Albright. Originally from Maryland, Albright played his senior year at IMG Academy in Florida. He spent parts of three seasons with the Angels before he was traded to the Rockies as part of the C.J. Cron and Randal Grichuk deal during the Angels' last gasps with Shohei Ohtani on the roster. Albright wasn't an especially projectable or athletic high schooler, but he did have good natural breaking ball movement for a prep lefty, and he now has two different breakers, including a pretty hard slider that looks like it's coming to the forefront of his repertoire. Albright has surprisingly consistent changeup command in spite of his long arm swing. While his fastball is pretty vulnerable (it sits 91 and Albright tries to use it at the very top of the strike zone), there's a deep enough mix here to keep considering Albright a future backend starter prospect with a lefty specialist floor.","K_UNwGpQ4Qc","sa3017847"
,28,"Matthew Wood","MIL","C","AA",2027,"40","High",,"23.6944444","5' 10""","190","L","R",2022,"Draft","MIL",347500,"Penn State","Wood is an undersized, contact-hitting catcher whose ceiling is in the Garrett Stubbs area. His compact lefty stroke generates a ton of soft, all-fields contact, and Wood's bat-to-ball metrics (a 6% swinging strike rate and 85% contact rate) are comfortably plus. Aside from his receiving, which is pretty good considering he didn't often catch pro-quality stuff in college, Wood has some developing to do on defense. His throwing needs the most help, as he sometimes pops close to 2.10. He seems to be experimenting with Patrick Bailey-style sidearm throwing, but Wood is a slower-twitch guy whose exchange takes too long most of the time. Penn State isn't exactly a baseball hotbed and Wood deserves time to develop his defense before there's some kind of damning, collective proclamation that he can't catch. He's tracking like a bat-first third catcher and he could be more of a career backup if aspects of his defense improve.",,"sa3019924"
,28,"Justin Riemer","BOS","2B","A+",2026,"40","Low",,"22.7666666","6' 0""","170","R","R",2023,"Draft","BOS",500000,"Wright State","Riemer fits the Red Sox Day Two draft archetype as a college hitter with superlative bat-to-ball performance. He blew his ACL just a couple of weeks into his 2023 junior season and still has yet to play a pro game as of list publication. You can count on your fingers the number of times Riemer whiffed in 2022, as he seems to find a way to put the bat on the baseball no matter where it is in the strike zone. He isn't clubbing traditional extra-base power, but he is stinging the ball in a Steven Kwan-ish way that feels like it will translate to pro ball. Riemer played shortstop at Wright State, but he isn't a realistic fit there in the pros due to a lack of arm strength, so there might have to be more power here if he can only play second base at the next level. As I've mentioned up and down this list, the Red Sox tend to take guys like this and ask them to swing as hard as they can with the hope that they generate more power without sacrificing too much of the hit tool. This is the FV grade I had on Riemer entering 2023.",,"sa3025086"
,28,"Yasser Mercedes","MIN","RF","A",2027,"40","High",,"19.9888888","6' 2""","180","R","R",2022,"Intl15","MIN",1700000,"Dominican Republic","Born in Puerto Rico and raised for a bit stateside, Mercedes eventually settled in the D.R., where he became a prototypical right field prospect with plus potential power and arm strength. The Twins signed him for $1.7 million in January of 2022 and he had a raucous first pro season in the DSL, slashing .355/.420/.555 and swiping 30 bags. He looked good during Eric's 2023 trip to Florida for extended spring training, but he flopped when Complex League play officially began and only hit .196 all summer. While he isn't striking out any less than he was last year, Mercedes' offensive performance is heading in the right direction, as he's been less chase prone and has changed his swing to a more level, balanced cut. His hitting hands are incredibly explosive and are powerful enough that if he continues to make improvements to his OBP and hit tool, he could produce enough offense to be an everyday outfielder. Mercedes runs pretty well despite being bigger and stronger than most other hitters his age, and he still has a shot to develop in center field, which would give his hit tool even more margin for error. Of the many toolsy, volatile prospects in Minnesota's lowest levels, Yasser is the only one who has made meaningful adjustments after his first dose of failure.",,"sa3019557"
,28,"John Rave","KCR","CF","MLB",2025,"35+","Low",,"26.8666666","5' 10""","194","L","L",2019,"Draft","KCR",297500,"Illinois State","Rave currently has an OPS around .900 in Omaha after posting a .749 OPS between Double- and Triple-A in 2023. He has cut his strikeout rate from 26% to 22%, and despite pulling the ball in the air at about the same rate, there’s been an uptick in his in-game power production this season. Aesthetically, not much has changed in his swing compared to last year other than that the bat is less vertical after his hands load; it's now closer to 45 degrees. He’s sure-handed in center field and covers an average amount of ground. It’s worth keeping tabs on Rave throughout the season to see if he sustains the power increase, but it’s hard to see the bat coming along enough to warrant a regular 26-man roster spot. Rave is a reliable up/down type with a fifth outfielder ceiling.",,"26284"
,28,"Blake Larson","CHW","SP",,2029,"35+","High",,"18.7361111","6' 2""","180","L","L",2024,"Draft","CHW",1400000,"IMG Academy (FL)","Projectable low-slot lefty from IMG. Erratic 93-95. Slider flashes plus, slurve shape, death to lefties type. Changeup in the upper-80s with very little feel. Needs to polish feel for release pretty badly but has plus frame, above-average arm strength and breaking ball potential. Could be six-figure dev project.",,
,28,"Luis Serna","NYY","SP","A",2027,"35+","Low",,"20.3111111","5' 11""","162","R","R",2021,"Intl15","NYY",,"Mexico","Serna worked just shy of 20 innings on the complex after returning from a shoulder injury that cost him the first half of the year. He is a very advanced, strike-throwing teenage pitching prospect who lacks prototypical physicality. Serna's fastball is parked in the 91-94 mph range and often has 18-20 inches of induced vertical break. His best secondary is a side-spinning, screwball-style changeup, which has roughly 15 mph of velocity separation from his fastball. He also has a fair 78-82 mph slider, which should play fine because of his command. It's tough to project on Serna's velocity because of his lack of size. He's young, but he hasn't thrown more than 40 innings in a season yet, and not only might it be tough for such a small athlete to throw meaningfully harder, but it might be difficult for Serna to sustain his current stuff under a 120-inning load. Unless his arm strength develops in an unexpected way, he isn't a high-ceiling prospect. Instead, he's the rare low-variance teenage pitching prospect whose fastball's underlying traits, and Serna's command to weaponize it, should lead to a fifth starter role.",,"sa3016528"
,28,"Ryan Cusick","OAK","SIRP","AAA",2025,"35+","High",,"25","6' 6""","235","R","R",2021,"Draft","ATL",2700000,"Wake Forest","Cusick, who was part of the Matt Olson trade, had rebounded a bit after two years of declining velocity and was sitting 95-96 in early April, but he hasn't pitched for a month due to a core muscle strain. It wasn't ""peak Cusick,"" but that velo range is three ticks harder than the 2023 version. Cusick's delivery is quite violent looking, and he's dealt with either strike-throwing or health issues rather often during his career. He was starting at Midland prior to the most recent injury, but he projects in relief here because of those issues. Cusick has added a cutter to his mix, and his ability to locate both his slider and cutter is better than that of his fastball. It looks like pretty standard middle inning stuff, with Cusick's command and health track record forcing me to round down on that projection.","zEDn-u_4lZg","sa3017385"
,28,"Daniel Robert","TEX","SIRP","MLB",2024,"35+","Low",,"30.2","6' 4""","210","R","R",2018,"Draft","TEX",5000,"Auburn","Robert was a two-way player at Auburn but he mostly hit, throwing fewer than 16 innings in college. He only started pitching full-time in 2018 and then missed time due to the pandemic and injuries, and he's been kept alive on the Rangers prospect list for the last couple of years even though he's pushing 30. Robert was called up just a couple days before list publication and made his big league debut. 
Robert has been carving Triple-A this season (35.1% K%, 6.1% BB%) using a sweeper-heavy approach. Nearly 60% of his pitches are mid-80s sweepers, which he uses both as a chase pitch and to get ahead of righties. He mixes in two fastball variants, one a letter-high chase offering, the other a sinker version to his arm side. There's an occasional changeup here too, but they aren't very good. This is a pretty standard low-leverage relief look, but it's a great story for an almost 30-year-old rookie conversion arm to make it at all.",,"21229"
,28,"Jalvin Arias","PHI","RF","DSL",2030,"35+","High",,"18.1138888","6' 4""","215","R","R",2024,"Intl15","PHI",1450000,"Dominican Republic","Perhaps the most physically mature hitter in the 2024 class, Arias is built like an SEC tight end prospect at 6-foot-4 and 220 pounds or so. As you can imagine, he has thunderous raw power. He's also surprisingly fast once underway, and has a plus arm. His speed gives Arias a shot to be a good right fielder at maturity despite his size. Like a lot of the players who earn bonuses around $1.5 million, Arias has some loud tools and some relevant potential flaws, in this case his hit tool.",,"sa3023875"
